Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
298,Robotics,Computer Vision Projects,92hrs 8min,Gesture Volume Control | OpenCV Python | Computer Vision,https://www.youtube.com/watch?v=9iEPzbG-xLE,Module 1: Introduction to OpenCV,1
299,Robotics,Computer Vision Projects,,Virtual Drag and Drop using OpenCV Python | CVZone,https://www.youtube.com/watch?v=6DxN8G9vB50,Module 1: Introduction to OpenCV,1
300,Robotics,Computer Vision Projects,,FACE RECOGNITION  + ATTENDANCE PROJECT | OpenCV Python | Computer Vision,https://www.youtube.com/watch?v=sz25xxF_AVE,Module 1: Introduction to OpenCV,1
301,Robotics,Computer Vision Projects,,Hand Distance Measurement with Normal Webcam + Game | OpenCV Python,https://www.youtube.com/watch?v=NGQgRH2_kq8,Module 1: Introduction to OpenCV,1
302,Robotics,Computer Vision Projects,,AI ROBOT ARM using Python Arduino OpenCV CVZone | Computer Vision,https://www.youtube.com/watch?v=7KV5489rL3c,Module 2: Hand Gesture Recognition,2
303,Robotics,Computer Vision Projects,,Parking Space Counter using OpenCV Python | Computer Vision,https://www.youtube.com/watch?v=caKnQlCMIYI,Module 2: Hand Gesture Recognition,2
304,Robotics,Computer Vision Projects,,AI Virtual Mouse | OpenCV Python | Computer Vision,https://www.youtube.com/watch?v=8gPONnGIPgw,Module 2: Hand Gesture Recognition,2
305,Robotics,Computer Vision Projects,,I tried building a Computer Vision Game in 12 Hours,https://www.youtube.com/watch?v=i_UiTIr4jTk,Module 3: Object Detection Basics,3
306,Robotics,Computer Vision Projects,,Hand Tracking 30 FPS using CPU | OpenCV Python (2021) | Computer Vision,https://www.youtube.com/watch?v=NZde8Xt78Iw,Module 3: Object Detection Basics,3
307,Robotics,Computer Vision Projects,,Object Detection OpenCV Python | Easy and Fast (2020),https://www.youtube.com/watch?v=HXDD7-EnGBY,Module 3: Object Detection Basics,3
308,Robotics,Computer Vision Projects,,Easy Programming of  Tello Drone | Python OpenCV Object Tracking,https://www.youtube.com/watch?v=vDOkUHNdmKs,Module 4: Advanced Object Detection,4
309,Robotics,Computer Vision Projects,,Traffic Signs Classification Using Convolution Neural Networks CNN | OPENCV Python,https://www.youtube.com/watch?v=SWaYRyi0TTs,Module 4: Advanced Object Detection,4
310,Robotics,Computer Vision Projects,,OPTICAL MARK RECOGNITION (OMR) MCQ Automated Grading- OpenCV Python,https://www.youtube.com/watch?v=0IqCOPlGBTs,Module 4: Advanced Object Detection,4
311,Robotics,Computer Vision Projects,,REAL TIME OBJECT MEASUREMENT | OpenCV Python (2020),https://www.youtube.com/watch?v=tk9war7_y0Q,Module 5: Face Recognition and Tracking,5
312,Robotics,Computer Vision Projects,,Text Detection using Neural Networks | OPENCV Python,https://www.youtube.com/watch?v=y1ZrOs9s2QA,Module 5: Face Recognition and Tracking,5
313,Robotics,Computer Vision Projects,,Document Scanner OPENCV PYTHON | Beginner Project,https://www.youtube.com/watch?v=ON_JubFRw8M,Module 5: Face Recognition and Tracking,5
314,Robotics,Computer Vision Projects,,Sudoku Solver | OpenCV Python Projects,https://www.youtube.com/watch?v=Il5G57up_yM,Module 6: Image Processing Techniques,6
315,Robotics,Computer Vision Projects,,How to Detect QRCode and BarCode using OpenCV in Python + Project,https://www.youtube.com/watch?v=SrZuwM705yE,Module 6: Image Processing Techniques,6
316,Robotics,Computer Vision Projects,,Robot Hand Gesture Controlled | Arduino & OpenCV,https://www.youtube.com/watch?v=3aGnZlv3Qyk,Module 6: Image Processing Techniques,6
317,Robotics,Computer Vision Projects,,Robot Arm Arduino Tutorial | Gesture Controlled (Part 1),https://www.youtube.com/watch?v=gmz7eOB-tCg,Module 7: Robotics and Automation,7
318,Robotics,Computer Vision Projects,,Facial Landmarks and Face Filter using OpenCV Python,https://www.youtube.com/watch?v=V2gmgkSqyi8,Module 7: Robotics and Automation,7
319,Robotics,Computer Vision Projects,,Feature Detection and Matching + Image Classifier Project | OPENCV PYTHON,https://www.youtube.com/watch?v=nnH55-zD38I,Module 7: Robotics and Automation,7
320,Robotics,Computer Vision Projects,,Panorama Stitching using OpenCV Python,https://www.youtube.com/watch?v=8oFRmdDum5k,Module 8: Building Computer Vision Applications,8
321,Robotics,Computer Vision Projects,,Augmented Reality with OpenCV using ArUco Markers (Python),https://www.youtube.com/watch?v=v5a7pKSOJd8,Module 8: Building Computer Vision Applications,8
322,Robotics,Computer Vision Projects,,Basket Ball Shot Predictor using OpenCV Python | Computer Vision,https://www.youtube.com/watch?v=PVtmK8LmYpA,Module 8: Building Computer Vision Applications,8
323,Robotics,Computer Vision Projects,,Virtual Calculator using OpenCV Python | Computer Vision,https://www.youtube.com/watch?v=DZMJ77akgec,Module 9: Advanced Computer Vision Concepts,9
324,Robotics,Computer Vision Projects,,Computer Vision Game using OpenCV Python | Velcro Dart Board,https://www.youtube.com/watch?v=tVe3r6186OA,Module 9: Advanced Computer Vision Concepts,9
325,Robotics,Computer Vision Projects,,Virtual Quiz Game using OpenCV Python | CVZone,https://www.youtube.com/watch?v=6400ShqS9BY,Module 9: Advanced Computer Vision Concepts,9
326,Robotics,Computer Vision Projects,,Virtual Zoom Gesture using OpenCV Python | CVZone,https://www.youtube.com/watch?v=VPaFV3QBsEw,Module 10: Real-world Computer Vision Projects,10
327,Robotics,Computer Vision Projects,,Multiple Hand Gesture Control with OpenCV Python | CVZone,https://www.youtube.com/watch?v=3xfOa4yeOb0,Module 10: Real-world Computer Vision Projects,10
328,Robotics,Computer Vision Projects,,AI Virtual Keyboard using OpenCV | Computer Vision | CVZone,https://www.youtube.com/watch?v=jzXZVFqEE2I,Module 10: Real-world Computer Vision Projects,10
329,Robotics,Computer Vision Projects,,Background Removal Like Zoom | OpenCV Python CVZone,https://www.youtube.com/watch?v=k7cVPGpnels,Module 11: Capstone Project,11
330,Robotics,Computer Vision Projects,,Learn Object Classification in 20 mins | OpenCV CVZone Python,https://www.youtube.com/watch?v=M0EA4u1x4fs,Module 11: Capstone Project,11
