Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
5154,Petroleum Engineering,Industrial Safety Engineering,20hrs 22min,Industrial Safety Engineering by Prof  J Maiti,https://www.youtube.com/watch?v=jFDWlKayrTc,Module 1: Introduction to Industrial Safety Engineering,1
5155,Petroleum Engineering,Industrial Safety Engineering,,Lecture 1: Introduction to Industrial Safety Engineering,https://www.youtube.com/watch?v=v-eltsixu4I,Module 1: Key Concepts and Terminologies,1
5156,Petroleum Engineering,Industrial Safety Engineering,,Lecture 2: Key concepts and terminologies,https://www.youtube.com/watch?v=USGuag1Jids,Module 1: Safety Domain Ontology,1
5157,Petroleum Engineering,Industrial Safety Engineering,,Lecture 3:Key concepts and terminologies-Safety domain ontology,https://www.youtube.com/watch?v=MQ3xuV98wwM,Module 1: Risk Assessment & Control,1
5158,Petroleum Engineering,Industrial Safety Engineering,,Lecture 4:Key concepts and terminologies-Risk Assessment & Control,https://www.youtube.com/watch?v=Uf4ipDw21H4,Module 2: Safety Engineering & Accident Mechanisms,2
5159,Petroleum Engineering,Industrial Safety Engineering,,Lecture 5:Safety Engineering & Accident causing mechanisms,https://www.youtube.com/watch?v=91YpCY-1Fy0,Module 2: Preliminary Hazard Analysis,2
5160,Petroleum Engineering,Industrial Safety Engineering,,Lecture 6: Preliminary Hazard List,https://www.youtube.com/watch?v=Q7TIXaqh3qk,Module 2: Hazard and Operability Study (HAZOP),2
5161,Petroleum Engineering,Industrial Safety Engineering,,Lecture 7:Preliminary Hazard Analysis,https://www.youtube.com/watch?v=qFFrYKE_c1o,Module 2: Failure Modes and Effects Analysis (FMEA),2
5162,Petroleum Engineering,Industrial Safety Engineering,,Lecture 8: Hazard and operability study (HAZOP),https://www.youtube.com/watch?v=n1s1UB80JgA,Module 3: Application of Hazard Identification Techniques,3
5163,Petroleum Engineering,Industrial Safety Engineering,,Lecture 10 : Failure Modes and Effects Analysis (FMEA)-Continue,https://www.youtube.com/watch?v=1msifPYh_Mc,Module 3: FAULT TREE ANALYSIS (FTA),3
5164,Petroleum Engineering,Industrial Safety Engineering,,Lecture 11: Application of Hazard Identification Techniques,https://www.youtube.com/watch?v=Oa1WOxAx8lY,Module 3: FAULT TREE ANALYSIS (FTA) - Methods,3
5165,Petroleum Engineering,Industrial Safety Engineering,,Lecture 12: FAULT TREE ANALYSIS (FTA)- Construction,https://www.youtube.com/watch?v=ZEShNJX3kcg,Module 3: FAULT TREE ANALYSIS (FTA) - Importance Measures,3
5166,Petroleum Engineering,Industrial Safety Engineering,,Lecture 13: FAULT TREE ANALYSIS (FTA)- Gate by Gate method,https://www.youtube.com/watch?v=bzG8xGtj29U,Module 4: EVENT TREE ANALYSIS (ETA),4
5167,Petroleum Engineering,Industrial Safety Engineering,,Lecture 14:  FAULT TREE ANALYSIS (FTA)- Cut-set method,https://www.youtube.com/watch?v=jamEeEWUa5s,Module 4: BOWTIE TOOL,4
