Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
3892,Marine Engineering,All about Ship's Stability,23hrs 2min,Metacentric Height ll GM ll Ships Equilibrium ll Angle of Loll ll Righting Lever and Righting Moment,https://www.youtube.com/watch?v=spivBg4KCiI,Module 1: Introduction to Ship Stability,1
3893,Marine Engineering,All about Ship's Stability,,Calculate Fluid GM l Multiple Weight I Initial Metacentric height l Final KG l Stability Calculation,https://www.youtube.com/watch?v=IM4HzhwvLDE,Module 1: Metacentric Height and Righting Lever,1
3894,Marine Engineering,All about Ship's Stability,,How ship's Center of Gravity (G) moves?,https://www.youtube.com/watch?v=qoSrvcnvXTU,Module 1: Angle of Loll and Righting Moment,1
3895,Marine Engineering,All about Ship's Stability,,Determine TPC by Hydrostatic Table II Tonnes Per Centimeter Immersion II Interpolation/Extrapolation,https://www.youtube.com/watch?v=jOvqScllxws,Module 1: Understanding Ship's Equilibrium,1
3896,Marine Engineering,All about Ship's Stability,,Calculate the Fresh Water Allowance & Dock Water Allowance II Change in Ship's Drafts due to Density,https://www.youtube.com/watch?v=DzKHYNv8tG4,Module 2: Calculating Fluid GM,2
3897,Marine Engineering,All about Ship's Stability,,Determine Ship's Displacement Using Hydrostatic Table ll Displacement ll Lightweight ll Deadweight,https://www.youtube.com/watch?v=ZFSbarlg02g,Module 2: Determining Initial and Final KG,2
3898,Marine Engineering,All about Ship's Stability,,Calculate Cargo to Load with Draft Limit ll Determine Final Draft Given the Cargo to Load,https://www.youtube.com/watch?v=bbS5oL8kX_0,Module 2: Multiple Weight and Stability Calculation,2
3899,Marine Engineering,All about Ship's Stability,,Shift of Ship's Center of Gravity (Part2) when Adding Weight ll Calculate Final KG,https://www.youtube.com/watch?v=r3ySSbGpIwk,Module 3: How Ship's Center of Gravity Moves,3
3900,Marine Engineering,All about Ship's Stability,,Shift of Ship's Center of Gravity (Part3) when Adding Weight ll Calculate Final KG,https://www.youtube.com/watch?v=zMf8LAPpuQE,Module 4: Determine TPC using Hydrostatic Table,4
3901,Marine Engineering,All about Ship's Stability,,Determine Volume & Mass of Ballast Water ll Tank Sounding Table ll Double Interpolation,https://www.youtube.com/watch?v=Gnz6xUTwEzI,Module 4: Tonnes Per Centimeter Immersion,4
3902,Marine Engineering,All about Ship's Stability,,Determine Free Surface Moment & VCG of Ballast Water ll Vertical Center of Gravity ll Sounding Table,https://www.youtube.com/watch?v=kEOWrIFaASs,Module 4: Interpolation and Extrapolation,4
3903,Marine Engineering,All about Ship's Stability,,Calculate Cargo to Load 3 ll Load line calculation ll Dock water allowance ll Stability calculations,https://www.youtube.com/watch?v=-SI4QNH7cMs,Module 5: Fresh Water and Dock Water Allowance,5
3904,Marine Engineering,All about Ship's Stability,,Calculate Cargo to Load 4 ll Load line calculation ll Dock water allowance ll Stability calculations,https://www.youtube.com/watch?v=jPx-5F5SbE8,Module 5: Calculating Changes in Ship's Drafts,5
3905,Marine Engineering,All about Ship's Stability,,"Ship's Lightweight, Deadweight and Displacement",https://www.youtube.com/watch?v=p5n1cJ3_d3U,Module 6: Ship's Displacement and Hydrostatic Table,6
3906,Marine Engineering,All about Ship's Stability,,"Density, Mass and Volume in Relation to Ship Stability",https://www.youtube.com/watch?v=ZrO1w1I4nvo,Module 6: Understanding Lightweight and Deadweight,6
3907,Marine Engineering,All about Ship's Stability,,Shift of Ship's Center of Gravity (Part1) when Shifting Weight ll Calculate Final KG,https://www.youtube.com/watch?v=w6FBiW5hQGo,Module 7: Cargo Loading and Draft Limits,7
3908,Marine Engineering,All about Ship's Stability,,Free Surface Effect (FSE) ll Ship's Stability ll Calculate Free Surface Correction ll Slack Tank,https://www.youtube.com/watch?v=GgDRLqB4zLg,Module 7: Determining Final Draft,7
3909,Marine Engineering,All about Ship's Stability,,Angle of Loll ll List ll Ship Stability ll Neutral Equilibrium ll Righting Arm ll Metacenter,https://www.youtube.com/watch?v=xlQpZCogzNM,Module 8: Shifting Ship's COG (Part 1),8
3910,Marine Engineering,All about Ship's Stability,,Construct a GZ Curve ll Range of Stability ll Angle of Vanishing Stability ll KN Values,https://www.youtube.com/watch?v=dGu3m7-xNgg,Module 8: Calculating Final KG,8
3911,Marine Engineering,All about Ship's Stability,,Calculate the Fresh Water Allowance (FWA) & Dock Water Allowance (DWA) 2 ll Calculate Final Draft,https://www.youtube.com/watch?v=L55-fMrX2Fk,Module 9: Shifting Ship's COG (Part 2 & 3),9
3912,Marine Engineering,All about Ship's Stability,,Calculate Angle of List due to Loading of Weight ll What is List ll Ship's Stability,https://www.youtube.com/watch?v=pSIivbMfUyk,Module 9: Calculating Final KG,9
3913,Marine Engineering,All about Ship's Stability,,Calculate Cargo to Load with Draft Limit 2 ll Determine the Maximum Cargo to Load for Required Draft,https://www.youtube.com/watch?v=VUEGu3Xn6JQ,Module 10: Free Surface Effect and Ship Stability,10
3914,Marine Engineering,All about Ship's Stability,,Calculate Metacentric Height (GM) ll Suspended Weight ll Movement of COG ll Ship Stability,https://www.youtube.com/watch?v=r6x5WqrIs0k,Module 10: Calculating Free Surface Correction,10
