Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
7968,Architecture,Beginner Architecture Lessons,19hrs 2min,5 Things Under $20 Every ARCHITECT Needs,https://www.youtube.com/watch?v=t3oXU3VSZLg,Module 1: Introduction to Architecture,1
7969,Architecture,Beginner Architecture Lessons,,How to Write Like An Architect (+ Worksheet),https://www.youtube.com/watch?v=eGUDQ1F5tco,Module 1: Essential Tools and Resources,1
7970,Architecture,Beginner Architecture Lessons,,Architecture Short Course: How to Develop a Design Concept,https://www.youtube.com/watch?v=k4dVgbuxBAw,Module 1: Learning to See,1
7971,Architecture,Beginner Architecture Lessons,,Architecture Books | My Library of Essentials,https://www.youtube.com/watch?v=B-_QtKl5IkU,Module 1: Sketching Fundamentals,1
7972,Architecture,Beginner Architecture Lessons,,Inside My Sketchbook + An Architect's Sketching Tools,https://www.youtube.com/watch?v=p8LBr6cZPuY,Module 2: Design Concepts and Ideas,2
7973,Architecture,Beginner Architecture Lessons,,Learning to See Like an Architect,https://www.youtube.com/watch?v=QQvHQK6swzg,Module 2: Architectural Writing,2
7974,Architecture,Beginner Architecture Lessons,,Architecture Photography Tips,https://www.youtube.com/watch?v=OtZAku_co3w,Module 2: Amateur Architecture,2
7975,Architecture,Beginner Architecture Lessons,,Be an Amateur (Architect),https://www.youtube.com/watch?v=0AJE4_Xo4ng,Module 3: Architectural Photography,3
7976,Architecture,Beginner Architecture Lessons,,Must Have Books For Architecture Students,https://www.youtube.com/watch?v=6_YNSVO6cUA,Module 3: Book Recommendations,3
7977,Architecture,Beginner Architecture Lessons,,How to Find Architectural Ideas,https://www.youtube.com/watch?v=CqQumzZVa1U,Module 4: Career Exploration,4
7978,Architecture,Beginner Architecture Lessons,,Could you be an architect?  Part 1,https://www.youtube.com/watch?v=2Hw12xW5ZZ8,Module 4:  Sketching Practice,4
7979,Architecture,Beginner Architecture Lessons,,How to write like an architect,https://www.youtube.com/watch?v=Ky5p-L_m6BQ,Module 4: Developing Your Style,4
7980,Architecture,Beginner Architecture Lessons,,Rapid sketching - Architecture Daily Sketches,https://www.youtube.com/watch?v=5LbUwkk93QI,Module 4: Portfolio Building,4
