Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
13402,Economics,International Economics,82hrs 10min,Mod-01 Lec-01 Lecture-01International Economics,https://www.youtube.com/watch?v=NVyIhrmH90U,Module 1: Introduction to International Economics
13403,Economics,International Economics,,Mod-01 Lec-02 Lecture-02International Economics,https://www.youtube.com/watch?v=LDzDyWpfRHA,Module 1: Introduction to International Economics
13404,Economics,International Economics,,Mod-01 Lec-03 Lecture-03International Economics,https://www.youtube.com/watch?v=RzjYIM0PSvg,Module 1: Introduction to International Economics
13405,Economics,International Economics,,Mod-01 Lec-04 Lecture-04International Economics,https://www.youtube.com/watch?v=S-21B9MJLFg,Module 1: Introduction to International Economics
13406,Economics,International Economics,,Mod-01 Lec-05 Lecture-05International Economics,https://www.youtube.com/watch?v=vRumzFGFTWk,Module 1: Introduction to International Economics
13407,Economics,International Economics,,Mod-01 Lec-06 Lecture-06International Economics,https://www.youtube.com/watch?v=uayTiYe7Zpw,Module 1: Introduction to International Economics
13408,Economics,International Economics,,Mod-01 Lec-07 Lecture-07International Economics,https://www.youtube.com/watch?v=rGurqTD1XQk,Module 1: Introduction to International Economics
13409,Economics,International Economics,,Mod-01 Lec-08 Lecture-08International Economics,https://www.youtube.com/watch?v=QnYt0nsifAg,Module 2: International Trade
13410,Economics,International Economics,,Mod-01 Lec-09 Lecture-09International Economics,https://www.youtube.com/watch?v=p2iN9C3nAe8,Module 2: International Trade
13411,Economics,International Economics,,Mod-01 Lec-10 Lecture-10International Economics,https://www.youtube.com/watch?v=8NJbGH2nKDo,Module 2: International Trade
13412,Economics,International Economics,,Mod-01 Lec-11 Lecture-11International Economics,https://www.youtube.com/watch?v=MNYqs-ds6RI,Module 2: International Trade
13413,Economics,International Economics,,Mod-01 Lec-12 Lecture-12International Economics,https://www.youtube.com/watch?v=LFxDYkQj2OI,Module 2: International Trade
13414,Economics,International Economics,,Mod-01 Lec-13 Lecture-13International Economics,https://www.youtube.com/watch?v=bA7QeB3TGm0,Module 2: International Trade
13415,Economics,International Economics,,Mod-01 Lec-14 Lecture-14International Economics,https://www.youtube.com/watch?v=hYmuG52WMtA,Module 2: International Trade
13416,Economics,International Economics,,Mod-01 Lec-15 Lecture-15International Economics,https://www.youtube.com/watch?v=KzkPnveXHac,Module 3: Balance of Payments and Exchange Rates
13417,Economics,International Economics,,Mod-01 Lec-16 Lecture-16International Economics,https://www.youtube.com/watch?v=sDxh-q35Ous,Module 3: Balance of Payments and Exchange Rates
13418,Economics,International Economics,,Mod-01 Lec-17 Lecture-17International Economics,https://www.youtube.com/watch?v=gjfk_57pjmY,Module 3: Balance of Payments and Exchange Rates
13419,Economics,International Economics,,Mod-01 Lec-18 Lecture-18International Economics,https://www.youtube.com/watch?v=IURrNjziDvs,Module 3: Balance of Payments and Exchange Rates
13420,Economics,International Economics,,Mod-01 Lec-19 Lecture-19International Economics,https://www.youtube.com/watch?v=kJorw2-TqNo,Module 3: Balance of Payments and Exchange Rates
13421,Economics,International Economics,,Mod-01 Lec-20 Lecture-20International Economics,https://www.youtube.com/watch?v=P16-3xOSPss,Module 3: Balance of Payments and Exchange Rates
13422,Economics,International Economics,,Mod-01 Lec-21 Lecture-21International Economics,https://www.youtube.com/watch?v=jLXShk1XtWc,Module 4: Exchange Rate Systems and Macroeconomic Policy
13423,Economics,International Economics,,Mod-01 Lec-22 Lecture-22International Economics,https://www.youtube.com/watch?v=OvILAdNuGBQ,Module 4: Exchange Rate Systems and Macroeconomic Policy
13424,Economics,International Economics,,Mod-01 Lec-23 Lecture-23International Economics,https://www.youtube.com/watch?v=Qiw3Uce3Vws,Module 4: Exchange Rate Systems and Macroeconomic Policy
13425,Economics,International Economics,,Mod-01 Lec-24 Lecture-24International Economics,https://www.youtube.com/watch?v=TX501PcUjt8,Module 4: Exchange Rate Systems and Macroeconomic Policy
13426,Economics,International Economics,,Mod-01 Lec-25 Lecture-25International Economics,https://www.youtube.com/watch?v=nO-FlsN4-tc,Module 4: Exchange Rate Systems and Macroeconomic Policy
13427,Economics,International Economics,,Mod-01 Lec-26 Lecture-26International Economics,https://www.youtube.com/watch?v=I0Joh57r8ww,Module 4: Exchange Rate Systems and Macroeconomic Policy
13428,Economics,International Economics,,Mod-01 Lec-27 Lecture-27International Economics,https://www.youtube.com/watch?v=TgC6awEV69I,Module 4: Exchange Rate Systems and Macroeconomic Policy
