Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
14350,Economics,Agricultural Economics,42hrs 8min,Introduction to Agricultural Economics and it's concept | Agri Eco lec 1 | Go For Agriculture,https://www.youtube.com/watch?v=STLMbzI3g48,Module 1: Introduction to Agricultural Economics
14351,Economics,Agricultural Economics,,Agricultural Economics concept lecture 2 | Go For Agriculture | Agricultural economics,https://www.youtube.com/watch?v=UjkHy35gGVU,Module 1: Introduction to Agricultural Economics
14352,Economics,Agricultural Economics,,Concept of Utility • Agricultural Economics lec 3 • Go For Agriculture,https://www.youtube.com/watch?v=QFWlHMzczVA,Module 1: Introduction to Agricultural Economics
14353,Economics,Agricultural Economics,,Law of Equimarginal utility I Agricultural Economics I Go For Agriculture YouTube channel,https://www.youtube.com/watch?v=sNJ3YEEtXwA,Module 2: Demand Analysis
14354,Economics,Agricultural Economics,,Indifference Curve Analysis I Agricultural economics lec 5 I Go For Agriculture Educational channel,https://www.youtube.com/watch?v=tLWR50cYufo,Module 2: Demand Analysis
14355,Economics,Agricultural Economics,,Demand and it's concept • Agricultural Economics • Go For Agriculture online education,https://www.youtube.com/watch?v=bR_ZNfJY1aI,Module 2: Demand Analysis
14356,Economics,Agricultural Economics,,Elasticity of Demand - lec 6 - Agricultural Economics - Go For Agriculture #icar #bhu #rbi #ibpsafo,https://www.youtube.com/watch?v=GPam1BuRp4o,Module 2: Demand Analysis
14357,Economics,Agricultural Economics,,Factors affecting elasticity of demand • Agricultural Economics lec 8 • #gfa #icar #bhu #ibps,https://www.youtube.com/watch?v=w0t-yfGBAhs,Module 3: Elasticity of Demand
14358,Economics,Agricultural Economics,,"Methods to measure ""Elasticity of Demand"" • Agricultural Economic lec 9 • #gfa #icar #bhu #economic",https://www.youtube.com/watch?v=yIRL9PngH2c,Module 3: Elasticity of Demand
14359,Economics,Agricultural Economics,,Income Elasticity of demand • Agricultural Economics • #gfa #icar #bhu #ibps #economics #demand,https://www.youtube.com/watch?v=5PfYj1e4Om8,Module 3: Elasticity of Demand
14360,Economics,Agricultural Economics,,Engel's law on Family expenditure • Agriculture Economics • Go For Agriculture Education #icar #bhu,https://www.youtube.com/watch?v=6-R7VFTAKfA,Module 4: Consumer Behavior and Market Dynamics
14361,Economics,Agricultural Economics,,Consumer surplus • Agricultural Economics lec 12 •Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=2RbySCG8qyk,Module 4: Consumer Behavior and Market Dynamics
14362,Economics,Agricultural Economics,,Factors of Production • Agri Eco lec 13 •Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=LSBSdeHptqU,Module 4: Factors of Production
14363,Economics,Agricultural Economics,,Factors of Production part II - Lec 14 •Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=-ARSthfULkU,Module 4: Factors of Production
14364,Economics,Agricultural Economics,,Supply and Elasticity of supply •Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=NnqUF7mhNIo,Module 5: Market Structure and Supply
14365,Economics,Agricultural Economics,,Market and Market structure lec 16 • Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=2vLQcV8v8NI,Module 5: Market Structure and Supply
14366,Economics,Agricultural Economics,,PUBLIC REVENUE • Lec 17 • Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=IryywWWwrug,Module 6: Public Finance and Macroeconomics
14367,Economics,Agricultural Economics,,National income • lec 18 • Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=a4vaVQprTBg,Module 6: Public Finance and Macroeconomics
14368,Economics,Agricultural Economics,,Important MCQs from Agricultural Economics Part 1 • Lec 19 • Go For Agriculture Education,https://www.youtube.com/watch?v=UcbzFcd6ONc,Module 6: Review and Factor Pricing
14369,Economics,Agricultural Economics,,Theory of factor pricing & distribution • lec 20 • Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=TOMG-goLWck,Module 7: Theories of Distribution
14370,Economics,Agricultural Economics,,Marginal productivity theory of Distribution lec 21 • Go For Agriculture Education #icar #bhu #ibps,https://www.youtube.com/watch?v=rO6BWynaGHc,Module 7: Theories of Distribution
14371,Economics,Agricultural Economics,,THE RECARDIAN THEORY OF RENT • Lec 22 • Go For Agriculture Education #gfaeducation #icar #ibps #ifs,https://www.youtube.com/watch?v=6Ojew5ui6Zc,Module 7: Theories of Rent
14372,Economics,Agricultural Economics,,Modern Theory of Rent (lec 23)• Go For Agriculture Education #icar #bhu #ibps #gayathrimam,https://www.youtube.com/watch?v=rxTzbizjxEg,Module 7: Theories of Rent
