Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
11261,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),30hrs 5min,"1. Introduction To Organizational Behaviour, Nature & Scope Of OB |OB|",https://www.youtube.com/watch?v=pHg3ZfGk5j0,Module 1: Introduction to Organizational Behaviour
11262,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,"2. Environmental and Organizational Context in OB, Types Of Environment |OB|",https://www.youtube.com/watch?v=yf4Ov_YVbmI,Module 1: Introduction to Organizational Behaviour
11263,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,3. Impact Of IT on Organizational Behaviour |OB|,https://www.youtube.com/watch?v=KsMhWHHCezw,Module 1: Introduction to Organizational Behaviour
11264,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,4. Globalization in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=7wcrOAdyYww,Module 1: Introduction to Organizational Behaviour
11265,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,5. Diversity and its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=EcEFeovbxRA,Module 2: Environmental and Cultural Context of OB
11266,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,6. Ethics and biggest ethical issues in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=i59WNvtpj5E,Module 2: Environmental and Cultural Context of OB
11267,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,7. Culture and Types Of Culture in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=LnN6JEuDJRg,Module 2: Environmental and Cultural Context of OB
11268,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,"8. Reward System, Types Of Rewards in Organizational Behaviour |OB|",https://www.youtube.com/watch?v=YsxMlxNT0Nc,Module 3: Individual Processes and Behaviour
11269,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,"9. Perception, Nature & Importance Of Perception in OB |OB|",https://www.youtube.com/watch?v=yV_ZEI4Fy1M,Module 3: Individual Processes and Behaviour
11270,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,"10. Perceptual Selectivity & Organization, Factors Effecting |OB|",https://www.youtube.com/watch?v=n3OZBGeUZT0,Module 3: Individual Processes and Behaviour
11271,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,"11. Social Perception in OB, Factors Effecting |OB|",https://www.youtube.com/watch?v=i3uazACGe0A,Module 3: Individual Processes and Behaviour
11272,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,"12. Attribution, Attribution Theories in Organizational Behaviour |OB|",https://www.youtube.com/watch?v=0aThclG0-Aw,Module 4: Perception and Attribution
11273,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,13. Locus Of Control & its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=LZW5hRwjAjU,Module 4: Perception and Attribution
11274,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,14. Attribution Errors and its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=b2cH4CDu0gI,Module 4: Perception and Attribution
11275,Human Resources,ORGANIZATIONAL BEHAVIOUR (OB),,15. Impression Management & its Techniques in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=24HvmUIkoKA,Module 4: Perception and Attribution
