Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
4643,Nursing,Fundamentals - Gerontology,5hrs 18min,Psychosocial Changes in the Older Adult: Gerontology - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=UGp8tl265N4
4644,Nursing,Fundamentals - Gerontology,,Respiratory and Cardiac Aging Changes: Gerontology - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=Ep3_WAxCaSE
4645,Nursing,Fundamentals - Gerontology,,Nervous and Musculoskeletal Aging Changes: Gerontology - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=-2cqDWNsBLc
4646,Nursing,Fundamentals - Gerontology,,Endocrine and Gastrointestinal Aging Changes: Gerontology System - Fundamentals | @LevelUpRN,https://www.youtube.com/watch?v=_6G0Nf3X-Yc
4647,Nursing,Fundamentals - Gerontology,,Renal and Reproductive Changes in Aging Adults: Gerontology - Fundamentals | @LevelUpRN,https://www.youtube.com/watch?v=NSuQQHn5q1A
4648,Nursing,Fundamentals - Gerontology,,Immune & Integumentary Changes in Aging Adults: Gerontology  - Fundamentals of Nursin | @LevelUpRN,https://www.youtube.com/watch?v=kkXgAX6T27M
4649,Nursing,Fundamentals - Gerontology,,Sensory Changes in Aging Adults: Gerontology  - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=5egde6FSKps
4650,Nursing,Fundamentals - Gerontology,,Communication Best Practices for Aging Adults: Gerontology - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=yEBmU0zAS3o
4651,Nursing,Fundamentals - Gerontology,,Parkinson's & Alzheimer's Disease: Gerontology  - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=THvQvftca_s
4652,Nursing,Fundamentals - Gerontology,,"The 3 D's: Dementia, Delirium & Depression. Gerontology - Fundamentals of Nursing | @LevelUpRN",https://www.youtube.com/watch?v=-4J2XenZkmg
4653,Nursing,Fundamentals - Gerontology,,Polypharmacy and Beer's List: Gerontology - Fundamentals of Nursing | @LevelUpRN,https://www.youtube.com/watch?v=O55YkESEK88
4654,Nursing,Fundamentals - Gerontology,,Elder Mistreatment: Gerontology - Medical-Surgical | @LevelUpRN,https://www.youtube.com/watch?v=5yPoq7es0q0
4655,Nursing,Fundamentals - Gerontology,,Fundamentals of Nursing Explainer: Why get Level Up RN Flashcards? | @LevelUpRN,https://www.youtube.com/watch?v=Id0eQe8-0OY
