Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
12297,Cybersecurity,Cryptography & Network Security,25hrs 17min,Introduction to Cryptography and Network Security,https://www.youtube.com/watch?v=JoeiLuFNBc4,Module 1: Introduction to Cryptography,1,12th,English/Hindi
12298,Cybersecurity,Cryptography & Network Security,,CIA Triad,https://www.youtube.com/watch?v=gx0vlRpdFnc,Module 1: Introduction to Cryptography,1,12th,English/Hindi
12299,Cybersecurity,Cryptography & Network Security,,The OSI Security Architecture,https://www.youtube.com/watch?v=UG26SS9pjwE,Module 1: Introduction to Cryptography,1,12th,English/Hindi
12300,Cybersecurity,Cryptography & Network Security,,Security Attacks,https://www.youtube.com/watch?v=yIm0Ol9Dg4Y,Module 1: Introduction to Cryptography,1,12th,English/Hindi
12301,Cybersecurity,Cryptography & Network Security,,Security Services,https://www.youtube.com/watch?v=bRgL_Dry7uw,Module 2: Security Fundamentals,2,12th,English/Hindi
12302,Cybersecurity,Cryptography & Network Security,,Security Mechanisms,https://www.youtube.com/watch?v=H5ifNVeDXkg,Module 2: Security Fundamentals,2,12th,English/Hindi
12303,Cybersecurity,Cryptography & Network Security,,Network Security Model,https://www.youtube.com/watch?v=zd0U1zNBYNk,Module 2: Security Fundamentals,2,12th,English/Hindi
12304,Cybersecurity,Cryptography & Network Security,,Cryptography,https://www.youtube.com/watch?v=6_Cxj5WKpIw,Module 3: Basic Cryptographic Attacks,3,12th,English/Hindi
12305,Cybersecurity,Cryptography & Network Security,,Cryptography – Key Terms,https://www.youtube.com/watch?v=Xb4_VT4y9kQ,Module 3: Basic Cryptographic Attacks,3,12th,English/Hindi
12306,Cybersecurity,Cryptography & Network Security,,Cryptanalysis,https://www.youtube.com/watch?v=Kejs-saINOo,Module 3: Basic Cryptographic Attacks,3,12th,English/Hindi
12307,Cybersecurity,Cryptography & Network Security,,Brute Force Attack,https://www.youtube.com/watch?v=DoBqnt7Bf24,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12308,Cybersecurity,Cryptography & Network Security,,Classical Encryption Techniques,https://www.youtube.com/watch?v=UJiLgUtddlM,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12309,Cybersecurity,Cryptography & Network Security,,Caesar Cipher (Part 1),https://www.youtube.com/watch?v=JtbKh_12ctg,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12310,Cybersecurity,Cryptography & Network Security,,Caesar Cipher (Part 2),https://www.youtube.com/watch?v=na5rapg1XsI,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12311,Cybersecurity,Cryptography & Network Security,,Monoalphabetic Cipher,https://www.youtube.com/watch?v=J-utjSeUq_c,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12312,Cybersecurity,Cryptography & Network Security,,Playfair Cipher (Part 1),https://www.youtube.com/watch?v=UURjVI5cw4g,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12313,Cybersecurity,Cryptography & Network Security,,Playfair Cipher (Part 2),https://www.youtube.com/watch?v=whEJfas9MAI,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12314,Cybersecurity,Cryptography & Network Security,,Playfair Cipher (Solved Question),https://www.youtube.com/watch?v=hHsUJxikM3g,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12315,Cybersecurity,Cryptography & Network Security,,Hill Cipher (Encryption),https://www.youtube.com/watch?v=-EQ8UomTrAQ,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12316,Cybersecurity,Cryptography & Network Security,,Hill Cipher (Decryption),https://www.youtube.com/watch?v=JK3ur6W4rvw,Module 4: Classical Encryption Techniques,4,12th,English/Hindi
12317,Cybersecurity,Cryptography & Network Security,,Polyalphabetic Cipher (Vigenère Cipher),https://www.youtube.com/watch?v=Ic4BzVggNY8,Module 5: Polyalphabetic Ciphers,5,12th,English/Hindi
12318,Cybersecurity,Cryptography & Network Security,,Polyalphabetic Cipher (Vernam Cipher),https://www.youtube.com/watch?v=Qojvtgf7SQw,Module 5: Polyalphabetic Ciphers,5,12th,English/Hindi
12319,Cybersecurity,Cryptography & Network Security,,One Time Pad,https://www.youtube.com/watch?v=6iYqHn3q8sY,Module 5: Polyalphabetic Ciphers,5,12th,English/Hindi
12320,Cybersecurity,Cryptography & Network Security,,Rail Fence Technique,https://www.youtube.com/watch?v=knE4G8DGLoY,Module 5: Polyalphabetic Ciphers,5,12th,English/Hindi
12321,Cybersecurity,Cryptography & Network Security,,Row Column Transposition Ciphering Technique,https://www.youtube.com/watch?v=cPQXaYUMOjQ,Module 6: Transposition and Steganography,6,12th,English/Hindi
12322,Cybersecurity,Cryptography & Network Security,,Steganography,https://www.youtube.com/watch?v=Te8Cao2Smsk,Module 6: Transposition and Steganography,6,12th,English/Hindi
12323,Cybersecurity,Cryptography & Network Security,,LSB Steganography - Demo,https://www.youtube.com/watch?v=yNo58UiIMKU,Module 6: Transposition and Steganography,6,12th,English/Hindi
12324,Cybersecurity,Cryptography & Network Security,,Cryptography (Solved Questions),https://www.youtube.com/watch?v=3rT09fUVick,Module 7: Mathematical Foundations of Cryptography,7,12th,English/Hindi
