Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
2989,Mechanical Engineering,Tribology Video series,11hrs 3min,Introduction to Tribology,https://www.youtube.com/watch?v=DOPaMCE_ais,Module 1: Introduction to Tribology,1
2990,Mechanical Engineering,Tribology Video series,,What is Friction.,https://www.youtube.com/watch?v=cKadmarF6rM,Module 1: Fundamentals of Tribology,1
2991,Mechanical Engineering,Tribology Video series,,What is Wear,https://www.youtube.com/watch?v=Z2L6dQgU3JM,Module 1: Lubrication Fundamentals,1
2992,Mechanical Engineering,Tribology Video series,,What is Lubrication?,https://www.youtube.com/watch?v=TROM4gXPIdk,Module 1: Types and Properties of Lubricants,1
2993,Mechanical Engineering,Tribology Video series,,Types of Lquid Lubricants,https://www.youtube.com/watch?v=rPaGcHcMW0I,Module 2: Wear Mechanisms and Analysis,2
2994,Mechanical Engineering,Tribology Video series,,Additives in Lubricants,https://www.youtube.com/watch?v=nyvb86A2qVg,Module 2: Surface Engineering and Coatings,2
2995,Mechanical Engineering,Tribology Video series,,What is Grease?,https://www.youtube.com/watch?v=goAySCxWgSw,Module 2: Surface Characterization Techniques,2
2996,Mechanical Engineering,Tribology Video series,,Hydrodynamic Lubrication and Reynolds equation,https://www.youtube.com/watch?v=M7g7MecZoHU,Module 2: Green Tribology and Sustainability,2
2997,Mechanical Engineering,Tribology Video series,,Stribeck curve,https://www.youtube.com/watch?v=dVeS0Y3zRI8,Module 3: Specialized Areas in Tribology,3
2998,Mechanical Engineering,Tribology Video series,,Elastohydrodynamic Lubrication,https://www.youtube.com/watch?v=nIeecEE8esY,Module 3: Tribological Testing and Instrumentation,3
2999,Mechanical Engineering,Tribology Video series,,Abrasive Wear,https://www.youtube.com/watch?v=ZOF2mjG6g2g,Module 3: Tribological Applications,3
3000,Mechanical Engineering,Tribology Video series,,Adhesive Wear,https://www.youtube.com/watch?v=GhuRhLnYsww,Module 3: Emerging Trends in Tribology,3
3001,Mechanical Engineering,Tribology Video series,,Erosive wear,https://www.youtube.com/watch?v=eWFZlvlypuE,Module 3: Emerging Trends in Tribology,3
3002,Mechanical Engineering,Tribology Video series,,Corrosive wear,https://www.youtube.com/watch?v=kdLROOOZxn0,Module 3: Emerging Trends in Tribology,3
3003,Mechanical Engineering,Tribology Video series,,Oxidative wear,https://www.youtube.com/watch?v=6NLtaBz-oCQ,Module 3: Emerging Trends in Tribology,3
3004,Mechanical Engineering,Tribology Video series,,Fatigue Wear,https://www.youtube.com/watch?v=sURiR1dSeoo,Module 3: Emerging Trends in Tribology,3
3005,Mechanical Engineering,Tribology Video series,,Fretting Wear,https://www.youtube.com/watch?v=7RyYojO5WBw,Module 3: Emerging Trends in Tribology,3
3006,Mechanical Engineering,Tribology Video series,,Physical Vapour Deposition,https://www.youtube.com/watch?v=Vxnek3zhz2k,Module 3: Emerging Trends in Tribology,3
3007,Mechanical Engineering,Tribology Video series,,Chemical Vapour Deposition Methods,https://www.youtube.com/watch?v=5BsM_5MUfX4,Module 3: Emerging Trends in Tribology,3
3008,Mechanical Engineering,Tribology Video series,,Electrolytic deposition,https://www.youtube.com/watch?v=0jlq3rdXG5g,Module 3: Emerging Trends in Tribology,3
3009,Mechanical Engineering,Tribology Video series,,Thermal Spraying,https://www.youtube.com/watch?v=ia_P0kdnCTY,Module 3: Emerging Trends in Tribology,3
3010,Mechanical Engineering,Tribology Video series,,"Plasma spray, Electric arc spray and Flame spray",https://www.youtube.com/watch?v=t5totwTeiRk,Module 3: Emerging Trends in Tribology,3
3011,Mechanical Engineering,Tribology Video series,,"HVOF spray, D-gun Spray and Cold Spray",https://www.youtube.com/watch?v=HY-gr78JZSo,Module 3: Emerging Trends in Tribology,3
3012,Mechanical Engineering,Tribology Video series,,Shot peening,https://www.youtube.com/watch?v=h-aP-KmCx1c,Module 3: Emerging Trends in Tribology,3
3013,Mechanical Engineering,Tribology Video series,,Deep rolling operation,https://www.youtube.com/watch?v=oBdvpt0mVKU,Module 3: Emerging Trends in Tribology,3
3014,Mechanical Engineering,Tribology Video series,,Quenching,https://www.youtube.com/watch?v=dqIJwG72fkU,Module 3: Emerging Trends in Tribology,3
3015,Mechanical Engineering,Tribology Video series,,Carburizing process,https://www.youtube.com/watch?v=fuHz9ERC8f8,Module 3: Emerging Trends in Tribology,3
3016,Mechanical Engineering,Tribology Video series,,Nitriding,https://www.youtube.com/watch?v=qC9NqhVohrA,Module 3: Emerging Trends in Tribology,3
3017,Mechanical Engineering,Tribology Video series,,Carbonitriding,https://www.youtube.com/watch?v=baqFZuvh6Jw,Module 3: Emerging Trends in Tribology,3
3018,Mechanical Engineering,Tribology Video series,,Ion implantation,https://www.youtube.com/watch?v=xPjgxRSr93s,Module 3: Emerging Trends in Tribology,3
3019,Mechanical Engineering,Tribology Video series,,Surface Roughness,https://www.youtube.com/watch?v=yI2yl7rCSxs,Module 3: Emerging Trends in Tribology,3
3020,Mechanical Engineering,Tribology Video series,,Surface roughness paramters,https://www.youtube.com/watch?v=1a9TCZDPtzs,Module 3: Emerging Trends in Tribology,3
3021,Mechanical Engineering,Tribology Video series,,Surface roughness measurement,https://www.youtube.com/watch?v=12m_SlqRszY,Module 3: Emerging Trends in Tribology,3
3022,Mechanical Engineering,Tribology Video series,,"Atomic force microscopy, AFM",https://www.youtube.com/watch?v=JJF_gxdYXEk,Module 3: Emerging Trends in Tribology,3
3023,Mechanical Engineering,Tribology Video series,,White light interferometer,https://www.youtube.com/watch?v=3GmL-zhTkHo,Module 3: Emerging Trends in Tribology,3
3024,Mechanical Engineering,Tribology Video series,,3D Laser microscopes - surface profile measurements,https://www.youtube.com/watch?v=PxB_kz05V0o,Module 3: Emerging Trends in Tribology,3
3025,Mechanical Engineering,Tribology Video series,,Green Tribology,https://www.youtube.com/watch?v=yoVnGifAhH4,Module 3: Emerging Trends in Tribology,3
3026,Mechanical Engineering,Tribology Video series,,Green tribology- Part-2,https://www.youtube.com/watch?v=MmPybp_Oxwo,Module 3: Emerging Trends in Tribology,3
