Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
10229,Mathematics,Topology NPTEL IMSc,4hrs 5min,An invitation to Topology - Introduction  video,https://www.youtube.com/watch?v=VpSvwqTJnp0,Module 1: Introduction to Topology,1,12th,English/Hindi
10230,Mathematics,Topology NPTEL IMSc,,mod01lec01 - Introduction to Topology,https://www.youtube.com/watch?v=-oqkRgGzaoA,Module 1: Introduction to Topology,1,12th,English/Hindi
10231,Mathematics,Topology NPTEL IMSc,,mod01lec02 - Basic Set theory,https://www.youtube.com/watch?v=CmOo8QRak2k,Module 1: Introduction to Topology,1,12th,English/Hindi
10232,Mathematics,Topology NPTEL IMSc,,mod01lec03 - Mathematical Logic - Part 1,https://www.youtube.com/watch?v=eywD1-M818c,Module 1: Introduction to Topology,1,12th,English/Hindi
10233,Mathematics,Topology NPTEL IMSc,,mod01lec04 - Mathematical Logic - Part 2,https://www.youtube.com/watch?v=mdDsE4V_HCI,Module 2: Mathematical Logic and Functions,2,12th,English/Hindi
10234,Mathematics,Topology NPTEL IMSc,,mod01lec05 - Functions,https://www.youtube.com/watch?v=ykmEV8toxuY,Module 2: Mathematical Logic and Functions,2,12th,English/Hindi
10235,Mathematics,Topology NPTEL IMSc,,mod01lec06 - Finite Sets - Part 1,https://www.youtube.com/watch?v=-GYvxSkHVrY,Module 2: Mathematical Logic and Functions,2,12th,English/Hindi
10236,Mathematics,Topology NPTEL IMSc,,mod01lec07 - Finite Sets - Part 2,https://www.youtube.com/watch?v=R68RWbPLYDM,Module 3: Finite and Infinite Sets,3,12th,English/Hindi
10237,Mathematics,Topology NPTEL IMSc,,mod01lec08 - Infinite Sets,https://www.youtube.com/watch?v=6zkuWfCvjyA,Module 3: Finite and Infinite Sets,3,12th,English/Hindi
10238,Mathematics,Topology NPTEL IMSc,,mod01lec09 - Infinite Sets and Axiom of Choice,https://www.youtube.com/watch?v=MDTBSef21cI,Module 3: Finite and Infinite Sets,3,12th,English/Hindi
10239,Mathematics,Topology NPTEL IMSc,,mod02lec10 - Definition of aTopology,https://www.youtube.com/watch?v=ycFuKOAgK3w,Module 4: Introduction to Topological Spaces,4,12th,English/Hindi
10240,Mathematics,Topology NPTEL IMSc,,mod02lec11 - Examples of different topologies:,https://www.youtube.com/watch?v=aHEOpiJiGAg,Module 4: Introduction to Topological Spaces,4,12th,English/Hindi
10241,Mathematics,Topology NPTEL IMSc,,mod02lec12 - Basis for a topology,https://www.youtube.com/watch?v=sZB6dgAiDLY,Module 4: Introduction to Topological Spaces,4,12th,English/Hindi
10242,Mathematics,Topology NPTEL IMSc,,mod02lec13 - Various topologies on the real line,https://www.youtube.com/watch?v=MfChfyAgE88,Module 5: Topologies on the Real Line and Comparison,5,12th,English/Hindi
10243,Mathematics,Topology NPTEL IMSc,,mod02lec14 - Comparison of topologies - Part 1 : Finer and coarser topologies,https://www.youtube.com/watch?v=LONlP2x9PHI,Module 5: Topologies on the Real Line and Comparison,5,12th,English/Hindi
10244,Mathematics,Topology NPTEL IMSc,,mod02lec15 - Comparison of topologies - Part 2: Comparing the various topologies on R,https://www.youtube.com/watch?v=9LpTkc97rm4,Module 5: Topologies on the Real Line and Comparison,5,12th,English/Hindi
10245,Mathematics,Topology NPTEL IMSc,,mod02lec16 - Basis and Sub-basis for a topology,https://www.youtube.com/watch?v=ycpivnuyfek,Module 6: Basis and Sub-basis,6,12th,English/Hindi
10246,Mathematics,Topology NPTEL IMSc,,mod03lec17 - Various topologies: the subspace topology,https://www.youtube.com/watch?v=2En4YXxmaG0,Module 6: Basis and Sub-basis,6,12th,English/Hindi
10247,Mathematics,Topology NPTEL IMSc,,mod02lec18 - The Product topology,https://www.youtube.com/watch?v=Hqj0bW8lIHM,Module 7: Different Topologies and Metric Topology,7,12th,English/Hindi
10248,Mathematics,Topology NPTEL IMSc,,mod02lec19 - Topologies on arbitrary Cartesian products,https://www.youtube.com/watch?v=FGB0wxuxVs4,Module 7: Different Topologies and Metric Topology,7,12th,English/Hindi
10249,Mathematics,Topology NPTEL IMSc,,mod02lec20 - Metric topology - Part 1,https://www.youtube.com/watch?v=NFhDyid8zuA,Module 7: Different Topologies and Metric Topology,7,12th,English/Hindi
10250,Mathematics,Topology NPTEL IMSc,,mod03lec21 - Metric topology - Part 2,https://www.youtube.com/watch?v=4skZixKJ4j0,Module 8: Metric Topology,8,12th,English/Hindi
10251,Mathematics,Topology NPTEL IMSc,,mod03lec22 - Metric topology - Part 3,https://www.youtube.com/watch?v=f4taVaS_Jvk,Module 8: Metric Topology,8,12th,English/Hindi
10252,Mathematics,Topology NPTEL IMSc,,mod04lec23 - Closed Sets,https://www.youtube.com/watch?v=KRauInJU7WA,Module 8: Metric Topology,8,12th,English/Hindi
10253,Mathematics,Topology NPTEL IMSc,,mod04lec24 - Closure and Limit points,https://www.youtube.com/watch?v=ApqByFkxcJk,"Module 9: Closed Sets, Closure, and Limit Points",9,12th,English/Hindi
10254,Mathematics,Topology NPTEL IMSc,,mod04lec25 - Continuous functions,https://www.youtube.com/watch?v=YlcrJVThzew,"Module 9: Closed Sets, Closure, and Limit Points",9,12th,English/Hindi
10255,Mathematics,Topology NPTEL IMSc,,mod04lec26 - Construction of continuous functions,https://www.youtube.com/watch?v=X1ou64wJuUg,Module 10: Continuous Functions,10,12th,English/Hindi
10256,Mathematics,Topology NPTEL IMSc,,mod04lec27 - Continuous functions on metric spaces - Part 1,https://www.youtube.com/watch?v=w6490zF2_NE,Module 10: Continuous Functions,10,12th,English/Hindi
10257,Mathematics,Topology NPTEL IMSc,,mod04lec28 - Continuous functions on metric spaces - Part 2,https://www.youtube.com/watch?v=b9Hs24HnXjI,Module 10: Continuous Functions,10,12th,English/Hindi
10258,Mathematics,Topology NPTEL IMSc,,mod05lec29 - Connectedness,https://www.youtube.com/watch?v=9l7EBc3rF5Y,Module 10: Continuous Functions,10,12th,English/Hindi
10259,Mathematics,Topology NPTEL IMSc,,mod05lec30 - Some conditions for Connectedness,https://www.youtube.com/watch?v=AkKJOBPHL0I,Module 11: Connectedness,11,12th,English/Hindi
10260,Mathematics,Topology NPTEL IMSc,,mod05lec31 - Connectedness of the Real Line,https://www.youtube.com/watch?v=DtJFhWusHtg,Module 11: Connectedness,11,12th,English/Hindi
10261,Mathematics,Topology NPTEL IMSc,,mod05lec32 - Connectedness of a Linear Continuum,https://www.youtube.com/watch?v=I6FwaS3YU-k,Module 11: Connectedness,11,12th,English/Hindi
10262,Mathematics,Topology NPTEL IMSc,,mod05lec33 - The Intermediate Value Theorem,https://www.youtube.com/watch?v=kKljT57lMEs,Module 11: Connectedness,11,12th,English/Hindi
10263,Mathematics,Topology NPTEL IMSc,,mod06lec34 - Path-connectedness,https://www.youtube.com/watch?v=taQ69VqFxuk,Module 12: Connectedness of the Real Line,12,12th,English/Hindi
10264,Mathematics,Topology NPTEL IMSc,,mod06lec35 - Connectedness does not imply Path-connectedness - Part 1,https://www.youtube.com/watch?v=-SYPParXQA0,Module 12: Connectedness of the Real Line,12,12th,English/Hindi
10265,Mathematics,Topology NPTEL IMSc,,mod06lec36 - Connectedness does not imply Path-connectedness - Part 2,https://www.youtube.com/watch?v=kMEoOWit98U,Module 13: Path-connectedness,13,12th,English/Hindi
10266,Mathematics,Topology NPTEL IMSc,,mod06lec37 - Connected and Path-connected Components,https://www.youtube.com/watch?v=YwJqQ1Sj5ck,Module 13: Path-connectedness,13,12th,English/Hindi
10267,Mathematics,Topology NPTEL IMSc,,mod06lec38 - Local connectedness and Local Path-connectedness,https://www.youtube.com/watch?v=AE094mzw5wk,Module 13: Path-connectedness,13,12th,English/Hindi
10268,Mathematics,Topology NPTEL IMSc,,mod07lec39 - Compactness,https://www.youtube.com/watch?v=rQwCodAp6HU,Module 14: Connected and Path-connected Components,14,12th,English/Hindi
10269,Mathematics,Topology NPTEL IMSc,,mod07lec40 - Properties of compact spaces,https://www.youtube.com/watch?v=XXO1GjwR1Lw,Module 14: Connected and Path-connected Components,14,12th,English/Hindi
