Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
11013,Early Childhood Education,Program Administration,153hrs 2min,From DAP to DEEP: Exploring the New NAEYC Position Statement on Developmentally Appropriate Practice,https://www.youtube.com/watch?v=Pc-TipAB0Tw,Module 1: Foundations of Developmentally Appropriate Practice,1
11014,Early Childhood Education,Program Administration,,Reflections on Early Childhood Leadership & Equity,https://www.youtube.com/watch?v=yYE1DUtxHM8,Module 1: From DAP to DEEP,1
11015,Early Childhood Education,Program Administration,,Meaningful Inclusion in Early Childhood,https://www.youtube.com/watch?v=a2wJqDw9B68,Module 1: NAEYC Position Statement Analysis,1
11016,Early Childhood Education,Program Administration,,Webinar: Advancing Equity—Maximizing Learning in Diverse Classrooms,https://www.youtube.com/watch?v=hXif78m2XuE,Module 1: Reflections on Early Childhood Leadership & Equity,1
11017,Early Childhood Education,Program Administration,,"Observation, Screening, Assessment, and Documentation",https://www.youtube.com/watch?v=O9-wCY3-MZk,Module 2: Meaningful Inclusion in Early Childhood,2
11018,Early Childhood Education,Program Administration,,"The role of observation, assessment, and planning in the revised EYFS - Di Chilvers",https://www.youtube.com/watch?v=cpa0cA9ua7M,Module 2: Advancing Equity in Diverse Classrooms,2
11019,Early Childhood Education,Program Administration,,What Is Authentic Assessment?,https://www.youtube.com/watch?v=TmgrGdXAJJM,"Module 3: Observation, Screening, Assessment, and Documentation",3
11020,Early Childhood Education,Program Administration,,Play Based Assessment,https://www.youtube.com/watch?v=u4kkpwc0zAA,Module 3: The Role of Observation & Assessment in the EYFS,3
11021,Early Childhood Education,Program Administration,,Traditional and Authentic Assessment Differences,https://www.youtube.com/watch?v=LXQ_qmpYDPI,Module 4: Authentic Assessment in Early Childhood,4
11022,Early Childhood Education,Program Administration,,The State of Child Care in America,https://www.youtube.com/watch?v=mTJG1M4bBbQ,Module 4: Traditional vs. Authentic Assessment,4
