Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
13448,Nonprofit Management,Strategic Planning for Nonprofits,7hrs 9min,What is a Strategic Plan?,https://www.youtube.com/watch?v=ccJ7TRbIGcQ,Module 1: Introduction to Strategic Planning,1,12th,English/Hindi
13449,Nonprofit Management,Strategic Planning for Nonprofits,,Why Does Every Nonprofit Need a Strategic Plan?,https://www.youtube.com/watch?v=NUfYPnz9AmM,Module 1: Introduction to Strategic Planning,1,12th,English/Hindi
13450,Nonprofit Management,Strategic Planning for Nonprofits,,How Many Years Should Your Strategic Plan Cover?,https://www.youtube.com/watch?v=iDcuViYIglc,Module 1: Introduction to Strategic Planning,1,12th,English/Hindi
13451,Nonprofit Management,Strategic Planning for Nonprofits,,How To Conduct an Environmental Scan with Your Team in Person,https://www.youtube.com/watch?v=XGN9kziC4LI,Module 1: Introduction to Strategic Planning,1,12th,English/Hindi
13452,Nonprofit Management,Strategic Planning for Nonprofits,,How to Conduct an Environmental Scan with Your Team Online,https://www.youtube.com/watch?v=-CxVL0dMNYU,Module 2:  The Importance of Strategic Planning for Nonprofits,2,12th,English/Hindi
13453,Nonprofit Management,Strategic Planning for Nonprofits,,What is an Environmental Scan?,https://www.youtube.com/watch?v=BgCLXhXZyfg,Module 2:  The Importance of Strategic Planning for Nonprofits,2,12th,English/Hindi
13454,Nonprofit Management,Strategic Planning for Nonprofits,,What is Consensus Building?,https://www.youtube.com/watch?v=Oo8oHtDtDZ8,Module 2:  The Importance of Strategic Planning for Nonprofits,2,12th,English/Hindi
13455,Nonprofit Management,Strategic Planning for Nonprofits,,Three Questions Every Strategic Planning Process Should Answer,https://www.youtube.com/watch?v=0J3uHz9jZoY,Module 3: Defining Your Strategic Planning Framework,3,12th,English/Hindi
13456,Nonprofit Management,Strategic Planning for Nonprofits,,What's the Difference Between a Strategic Plan and an Implementation Plan?,https://www.youtube.com/watch?v=Y-s4dk4kKlA,Module 3: Defining Your Strategic Planning Framework,3,12th,English/Hindi
13457,Nonprofit Management,Strategic Planning for Nonprofits,,What is the First Step to a Successful Strategic Planning Process?,https://www.youtube.com/watch?v=h39QX6XZhR8,Module 3: Defining Your Strategic Planning Framework,3,12th,English/Hindi
