Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
9720,International Relations,Negotiation,0hrs 351min,Fundamental Model of Negotiation - the Basic Negotiation Process,https://www.youtube.com/watch?v=PKz4pDm1e90,Module 1: Negotiation Fundamentals,1
9721,International Relations,Negotiation,,Negotiating Team Roles in the Negotiation Process,https://www.youtube.com/watch?v=UyLq0MsSvv0,Module 1: Negotiation Fundamentals,1
9722,International Relations,Negotiation,,Negotiation Follow-up - after the Negotiating Process,https://www.youtube.com/watch?v=ln5DTgcUg1c,Module 1: Negotiation Fundamentals,1
9723,International Relations,Negotiation,,Preparation Stage of the Negotiation Process,https://www.youtube.com/watch?v=Adr9STSP2FI,Module 1: Negotiation Fundamentals,1
9724,International Relations,Negotiation,,Opening Stage of the Negotiation Process,https://www.youtube.com/watch?v=TzVSihe5vmA,Module 2: Negotiation Strategies and Behaviors,2
9725,International Relations,Negotiation,,Bargaining Stage of the Negotiation Process,https://www.youtube.com/watch?v=4mOK_Z6VbX0,Module 2: Negotiation Strategies and Behaviors,2
9726,International Relations,Negotiation,,Four Primary Negotiating Behaviors - Key Concepts in Negotiation,https://www.youtube.com/watch?v=eLmF8Kr2ppA,Module 2: Negotiation Strategies and Behaviors,2
9727,International Relations,Negotiation,,Five Basic Negotiating Strategies - Key Concepts in Negotiation,https://www.youtube.com/watch?v=DlV6phTGjoU,Module 2: Negotiation Strategies and Behaviors,2
9728,International Relations,Negotiation,,Core Principles of Negotiation,https://www.youtube.com/watch?v=FiEneNag8cI,Module 3: Power and Leverage in Negotiations,3
9729,International Relations,Negotiation,,Scope for Agreement - Key Concepts in Negotiation,https://www.youtube.com/watch?v=cb1Bf09p2eg,Module 3: Power and Leverage in Negotiations,3
9730,International Relations,Negotiation,,What is Leverage? Key Concepts in Negotiation,https://www.youtube.com/watch?v=ohoAyX_o-nU,Module 3: Power and Leverage in Negotiations,3
9731,International Relations,Negotiation,,Negotiation Acronyms: How Many do You Know?,https://www.youtube.com/watch?v=_lhqUjyebxM,Module 4: Advanced Negotiation Techniques,4
9732,International Relations,Negotiation,,Negotiation Acronyms: How Many do You Know?,https://www.youtube.com/watch?v=_lhqUjyebxM,Module 4: Advanced Negotiation Techniques,4
