Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
9754,International Relations,Essentials of Global Health,0hrs 787min,Course Introduction | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=kWQugT6WbCE,Module 1: Introduction to Global Health,1
9755,International Relations,Essentials of Global Health,,Key Perspectives on Global Health & the Determinants of Health | Essentials of Global Health,https://www.youtube.com/watch?v=MwmFwFndlCE,Module 1: Introduction to Global Health,1
9756,International Relations,Essentials of Global Health,,The Global Health Context and Who Plays | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=B3xUdn0aHOg,Module 1: Introduction to Global Health,1
9757,International Relations,Essentials of Global Health,,The State of the World's Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=ZBvPvUBG8Dg,Module 1: Introduction to Global Health,1
9758,International Relations,Essentials of Global Health,,Demography and Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=oPaeBPDy1gw,Module 2: Global Health Challenges and Measurement,2
9759,International Relations,Essentials of Global Health,,Measuring the Burden of Disease - the DALY | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=qDtyVNe9WSs,Module 2: Global Health Challenges and Measurement,2
9760,International Relations,Essentials of Global Health,,"What Do People Get Sick, Disabled, and Die From? | Essentials of Global Health with Richard Skolnik",https://www.youtube.com/watch?v=hj8Fjw07tu4,Module 2: Global Health Challenges and Measurement,2
9761,International Relations,Essentials of Global Health,,"Key Risk Factors for Illness, Death, and DALY | Essentials of Global Health with Richard Skolnik",https://www.youtube.com/watch?v=jC1G1N0tqQc,Module 2: Global Health Challenges and Measurement,2
9762,International Relations,Essentials of Global Health,,Value for Money in Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=G-Gu-ESBkDM,Module 3: Health Systems and Disparities,3
9763,International Relations,Essentials of Global Health,,The Aims and Organization of Health Systems | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=uro_EqGkTDc,Module 3: Health Systems and Disparities,3
9764,International Relations,Essentials of Global Health,,Key Health Systems Issues | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=K-lh1tuIrzw,Module 3: Health Systems and Disparities,3
9765,International Relations,Essentials of Global Health,,Health Disparities | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=1ikf-LHMgwc,Module 4: Key Global Health Issues,4
9766,International Relations,Essentials of Global Health,,The Environment and Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=K12L_qQv-r8,Module 4: Key Global Health Issues,4
9767,International Relations,Essentials of Global Health,,Nutrition and Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=jvWDFrwSrD4,Module 4: Key Global Health Issues,4
9768,International Relations,Essentials of Global Health,,Women's Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=LkFVZbcoKAo,Module 4: Key Global Health Issues,4
9769,International Relations,Essentials of Global Health,,Child Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=CGuzSFHKeIc,Module 5: Communicable Diseases,5
9770,International Relations,Essentials of Global Health,,Childhood Immunizations | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=YEYl_txzbpg,Module 5: Communicable Diseases,5
9771,International Relations,Essentials of Global Health,,Adolescent Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Ve7d3E0x3sA,Module 5: Communicable Diseases,5
9772,International Relations,Essentials of Global Health,,Complex Humanitarian Emergencies | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=F3PM8NddDvk,Module 5: Communicable Diseases,5
9773,International Relations,Essentials of Global Health,,Emerging & Reemerging Infectious Diseases + Anti-microbial Resistance | Essentials of Global Health,https://www.youtube.com/watch?v=vsS2-aQ1DY8,Module 6: Non-Communicable Diseases and Health Challenges,6
9774,International Relations,Essentials of Global Health,,HIV | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=ZmFTG19a9Ec,Module 6: Non-Communicable Diseases and Health Challenges,6
9775,International Relations,Essentials of Global Health,,Tuberculosis | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Ywp9KpqUTpk,Module 6: Non-Communicable Diseases and Health Challenges,6
9776,International Relations,Essentials of Global Health,,Malaria | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=bvUC_zweBRc,Module 6: Non-Communicable Diseases and Health Challenges,6
9777,International Relations,Essentials of Global Health,,Neglected Tropical Diseases | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=COc78C4U1Ik,Module 7: Global Health Interventions and the Future,7
9778,International Relations,Essentials of Global Health,,Noncommunicable Diseases | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=VQEJqWKoS_0,Module 7: Global Health Interventions and the Future,7
9779,International Relations,Essentials of Global Health,,Cancer and Diabetes | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=5rY4VomHoNk,Module 7: Global Health Interventions and the Future,7
9780,International Relations,Essentials of Global Health,,Tobacco and Alcohol | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=cRMe-Ebf478,Module 7: Global Health Interventions and the Future,7
9781,International Relations,Essentials of Global Health,,Mental Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=lIBPou2xM8s,Module 7: Global Health Interventions and the Future,7
9782,International Relations,Essentials of Global Health,,Unintentional Injuries | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=2lpoBVGAWRc,Module 7: Global Health Interventions and the Future,7
9783,International Relations,Essentials of Global Health,,Science and Technology for Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Squ8Yuncoaw,Module 7: Global Health Interventions and the Future,7
9784,International Relations,Essentials of Global Health,,Key Challenges for the Future of Public Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=KITjdlNXpRo,Module 7: Global Health Interventions and the Future,7
9785,International Relations,Essentials of Global Health,,COVID: the Quintessential Public Health Problem | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=x2yu-N5lTxk,Module 7: Global Health Interventions and the Future,7
9786,International Relations,Essentials of Global Health,,Intersectoral Approaches for Better Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=LY6tetuV-6Y,Module 7: Global Health Interventions and the Future,7
9787,International Relations,Essentials of Global Health,,Critical Challenges in Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=B7Z881cpicM,Module 7: Global Health Interventions and the Future,7
