Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
4072,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,27hrs 0min,SHIP AUTOMATION MARINE BASICS PART 1 OF 22-ENGLISH,https://www.youtube.com/watch?v=dUsNlug7Ojs,Module 1: Ship Automation Introduction,1,12th,English/Hindi
4073,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 2 OF 22-ENGLISH,https://www.youtube.com/watch?v=qxKYEn0Hbhw,Module 1: Basic Marine Principles,1,12th,English/Hindi
4074,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 4 OF 22-ENGLISH,https://www.youtube.com/watch?v=Tu0tkuc3NQw,Module 1: Ship Control Systems Overview,1,12th,English/Hindi
4075,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 5 OF 22-ENGLISH,https://www.youtube.com/watch?v=JChw5UHUAXg,Module 1: Automation Levels & Terminology,1,12th,English/Hindi
4076,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 6 OF 22-ENGLISH,https://www.youtube.com/watch?v=_exTL_EcWHM,Module 2: Sensors & Transducers in Automation,2,12th,English/Hindi
4077,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 7 OF 22-ENGLISH,https://www.youtube.com/watch?v=tU_tfYsO7zg,Module 2: Signal Conditioning & Processing,2,12th,English/Hindi
4078,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 8 OF 22-ENGLISH,https://www.youtube.com/watch?v=N5uo7UZV7zw,Module 2: Data Acquisition & Display Systems,2,12th,English/Hindi
4079,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 9 OF 22-ENGLISH,https://www.youtube.com/watch?v=OP0dh09JJqo,Module 3: Actuators & Control Elements,3,12th,English/Hindi
4080,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 10 OF 22-ENGLISH,https://www.youtube.com/watch?v=9pg_wVU2NTU,Module 3: Hydraulic Systems in Automation,3,12th,English/Hindi
4081,Marine Engineering,SHIP AUTOMATION MARINE BASICS PART 1 TO 22,,SHIP AUTOMATION MARINE BASICS PART 11 OF 22-ENGLISH,https://www.youtube.com/watch?v=6muOILUwdkA,Module 3: Pneumatic Systems & Applications,3,12th,English/Hindi
