Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
12311,Education,Educational Technology,23hrs 12min,Education &  Aims of Education !!,https://www.youtube.com/watch?v=8SoKG831fDg,Module 1: Introduction to Education & Educational Technology,12th,English/Hindi
12312,Education,Educational Technology,,Approaches and scope of educationa technology !! Hindi !!,https://www.youtube.com/watch?v=TPtqOb317fM,Module 1: Introduction to Education & Educational Technology,12th,English/Hindi
12313,Education,Educational Technology,,Educational Philosophy !! Definition  !! Meaning !! Comparison of Educational Philosophy !! Hindi !!,https://www.youtube.com/watch?v=0NhiWjyv1EU,Module 1: Introduction to Education & Educational Technology,12th,English/Hindi
12314,Education,Educational Technology,,Philosophy of Nursing Education !! Hindi !!,https://www.youtube.com/watch?v=vstfeV0jAmY,Module 1: Introduction to Education & Educational Technology,12th,English/Hindi
12315,Education,Educational Technology,,"Latest approaches to Education !! Transformational, Relationship , Competency based Education!!",https://www.youtube.com/watch?v=IQnknZRHzLE,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12316,Education,Educational Technology,,Teaching Learning as a Process !! Education Technology !!,https://www.youtube.com/watch?v=DR5pXuRu9AA,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12317,Education,Educational Technology,,Nature of Teaching and Learning !! Education Technology !! Hindi !! Unit 1st !!,https://www.youtube.com/watch?v=KHftoqfSMzI,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12318,Education,Educational Technology,,Characteristics of Teaching and Learning !! Hindi !!,https://www.youtube.com/watch?v=2GD7H1B78hQ,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12319,Education,Educational Technology,,Principles of Teaching and Learning !! Hindi !!,https://www.youtube.com/watch?v=2GzdWKlkbho,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12320,Education,Educational Technology,,Barriers in Teaching and Learning !! Education Technology !!,https://www.youtube.com/watch?v=wP9O4fZClMc,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12321,Education,Educational Technology,,"Latest Approaches to Learning !! Experiential, Reflective,Scenario ,Simulation based & Blended !!",https://www.youtube.com/watch?v=Hs5sjZiIq50,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12322,Education,Educational Technology,,Essential Qualities of a Teacher !! Hindi !!,https://www.youtube.com/watch?v=0eigGiOcfeA,Module 2: Teaching and Learning Process & Latest Approaches,12th,English/Hindi
12323,Education,Educational Technology,,Teaching Style !! Educational Technology !! Unit 2 !! Hindi !!,https://www.youtube.com/watch?v=6ktqTuet1oU,Module 3: Learners & Learning Environment,12th,English/Hindi
12324,Education,Educational Technology,,Types of learners in Hindi !! Educational Technology!!  Unit : 2nd !!,https://www.youtube.com/watch?v=HtdkFs9yqiQ,Module 3: Learners & Learning Environment,12th,English/Hindi
12325,Education,Educational Technology,,"Determinants of learning -learning Needs, Readiness to learn, Learning Styles !! Hindi !!",https://www.youtube.com/watch?v=58DfV-5rr6Q,Module 3: Learners & Learning Environment,12th,English/Hindi
12326,Education,Educational Technology,,Today’s generation of learners and their Skills & Attributes !! Hindi !! Unit 2nd !!,https://www.youtube.com/watch?v=ciJlHTFPPJ0,Module 3: Learners & Learning Environment,12th,English/Hindi
12327,Education,Educational Technology,,Emotional Intelligence of Learners in Hindi !! Educational Technology !!,https://www.youtube.com/watch?v=vLSktc2lrkg,Module 3: Learners & Learning Environment,12th,English/Hindi
12328,Education,Educational Technology,,Patient’s Unit Requirements !! #snehaemedicalclasses #nursing #freeclasses #medicalclasses,https://www.youtube.com/watch?v=LKrLrEnU7Xs,Module 4: Curriculum Development & Learning Theories,12th,English/Hindi
12329,Education,Educational Technology,,"Motivational Factors: Personal Factors, Environmental Factor, Support System in Hindi !!",https://www.youtube.com/watch?v=7Yiz6YqiVho,Module 4: Curriculum Development & Learning Theories,12th,English/Hindi
12330,Education,Educational Technology,,Curriculum & Its Types !! Educational Technology !! Hindi !!,https://www.youtube.com/watch?v=Q776hdaVoNQ,Module 4: Curriculum Development & Learning Theories,12th,English/Hindi
12331,Education,Educational Technology,,Factors influencing Curriculum development !! Facilitators !! Barriers !! Hindi !!,https://www.youtube.com/watch?v=b54Qd1NoQz8,Module 4: Curriculum Development & Learning Theories,12th,English/Hindi
12332,Education,Educational Technology,,"Curriculum Design !! Components , Approaches !! Educational Technology !! Hindi !!",https://www.youtube.com/watch?v=D97iWfMb6XI,Module 5: Lesson Planning & Classroom Management,12th,English/Hindi
12333,Education,Educational Technology,,"Theories of Learning !! Behaviour , Cognitive, Constructive, Social Theories !! Hindi !!",https://www.youtube.com/watch?v=aFYvUx3q-1o,Module 5: Lesson Planning & Classroom Management,12th,English/Hindi
12334,Education,Educational Technology,,Communication Techniques for Children in Hindi !!,https://www.youtube.com/watch?v=I0mGlLKGjuY,Module 5: Lesson Planning & Classroom Management,12th,English/Hindi
12335,Education,Educational Technology,,Writing Learning Outcomes behavioural objectives !! Hindi !! Educational Technology !!,https://www.youtube.com/watch?v=6UXSdBdN7WI,Module 5: Lesson Planning & Classroom Management,12th,English/Hindi
12336,Education,Educational Technology,,Principles of Lesson Plan !! Educational Technology !! Hindi !!,https://www.youtube.com/watch?v=dvYzq32qpUs,Module 6:  ICT in Education & Teaching Methods,12th,English/Hindi
12337,Education,Educational Technology,,Principles of Course Plan & Lesson Plan !! Hindi !!,https://www.youtube.com/watch?v=hRxd-uC7plA,Module 6:  ICT in Education & Teaching Methods,12th,English/Hindi
12338,Education,Educational Technology,,Principles of Classroom Management !! Hindi !!,https://www.youtube.com/watch?v=LzwGNtKDVig,Module 6:  ICT in Education & Teaching Methods,12th,English/Hindi
12339,Education,Educational Technology,,Facilitators and Barriers to classroom communication in Hindi !! Educational Technology !!,https://www.youtube.com/watch?v=DwKg6GDdWK0,Module 6:  ICT in Education & Teaching Methods,12th,English/Hindi
12340,Education,Educational Technology,,Information Communication Technology ( ICT) in Education !! Hindi !! Educational Technology !!,https://www.youtube.com/watch?v=jhip4BpITbk,Module 6:  ICT in Education & Teaching Methods,12th,English/Hindi
