Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
12704,Education,EDU602 Educational Leadership and Management,15hrs 14min,EDU602_Topic001,https://www.youtube.com/watch?v=psc2LPv-T6I,Module 1: Introduction to Educational Leadership and Management
12705,Education,EDU602 Educational Leadership and Management,,EDU602_Topic002,https://www.youtube.com/watch?v=chBSbssdoos,Module 1: Introduction to Educational Leadership and Management
12706,Education,EDU602 Educational Leadership and Management,,EDU602_Topic003,https://www.youtube.com/watch?v=8W46_aRl8WU,Module 1: Introduction to Educational Leadership and Management
12707,Education,EDU602 Educational Leadership and Management,,EDU602_Topic004,https://www.youtube.com/watch?v=GkAjftV7Mlc,Module 1: Introduction to Educational Leadership and Management
12708,Education,EDU602 Educational Leadership and Management,,EDU602_Topic005,https://www.youtube.com/watch?v=AMzx7GaNOY0,Module 2: Theories of Leadership and Management
12709,Education,EDU602 Educational Leadership and Management,,EDU602_Topic006,https://www.youtube.com/watch?v=LSSJBPc6NxM,Module 2: Theories of Leadership and Management
12710,Education,EDU602 Educational Leadership and Management,,EDU602_Topic007,https://www.youtube.com/watch?v=ZpRbNjRuKzw,Module 2: Theories of Leadership and Management
12711,Education,EDU602 Educational Leadership and Management,,EDU602_Topic008,https://www.youtube.com/watch?v=Z2t4yMgGVeM,Module 3: School Culture and Climate
12712,Education,EDU602 Educational Leadership and Management,,EDU602_Topic009,https://www.youtube.com/watch?v=dj9aqsLccz0,Module 3: School Culture and Climate
12713,Education,EDU602 Educational Leadership and Management,,EDU602_Topic010,https://www.youtube.com/watch?v=azH8chngOAo,Module 3: School Culture and Climate
12714,Education,EDU602 Educational Leadership and Management,,EDU602_Topic011,https://www.youtube.com/watch?v=-Ye-0oomNig,Module 4: Educational Planning and Decision-Making
12715,Education,EDU602 Educational Leadership and Management,,EDU602_Topic012,https://www.youtube.com/watch?v=QIhOEnE8sHw,Module 4: Educational Planning and Decision-Making
12716,Education,EDU602 Educational Leadership and Management,,EDU602_Topic013,https://www.youtube.com/watch?v=iP4NsaiAxFY,Module 4: Educational Planning and Decision-Making
12717,Education,EDU602 Educational Leadership and Management,,EDU602_Topic014,https://www.youtube.com/watch?v=3dSzdSmc0PI,Module 5: Human Resource Management in Education
12718,Education,EDU602 Educational Leadership and Management,,EDU602_Topic015,https://www.youtube.com/watch?v=xFopa96VRIc,Module 5: Human Resource Management in Education
12719,Education,EDU602 Educational Leadership and Management,,EDU602_Topic016,https://www.youtube.com/watch?v=rTtLoRoZEMs,Module 5: Human Resource Management in Education
12720,Education,EDU602 Educational Leadership and Management,,EDU602_Topic017,https://www.youtube.com/watch?v=ISmXgt8KtnU,Module 6: Leading and Managing Change in Schools
12721,Education,EDU602 Educational Leadership and Management,,EDU602_Topic018,https://www.youtube.com/watch?v=ulUqFUmn4As,Module 6: Leading and Managing Change in Schools
12722,Education,EDU602 Educational Leadership and Management,,EDU602_Topic019,https://www.youtube.com/watch?v=iqzoM7ZIk94,Module 6: Leading and Managing Change in Schools
12723,Education,EDU602 Educational Leadership and Management,,EDU602_Topic020,https://www.youtube.com/watch?v=4o1Y9PYJGg8,Module 7: Communication and Collaboration in Educational Settings
12724,Education,EDU602 Educational Leadership and Management,,EDU602_Topic021,https://www.youtube.com/watch?v=lUs1mCSn7Ro,Module 7: Communication and Collaboration in Educational Settings
