Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
10115,Special Education,Curriculum Adaptation,136hrs 0min,"1.1 Definition & Concept of Curriculum, Lecture 1 by Kashif Iqbal",https://www.youtube.com/watch?v=JMQ2yaUNMhs,Module 1: Introduction to Curriculum,1
10116,Special Education,Curriculum Adaptation,,"1.2 Need & Characteristics of Curriculum, Lecture 2 by Kashif Iqbal",https://www.youtube.com/watch?v=7Bp9fxW00o8,Module 1: Introduction to Curriculum,1
10117,Special Education,Curriculum Adaptation,,"1.3 Scope of Curriculum, Lecture 3 by Kashif Iqbal",https://www.youtube.com/watch?v=HpC4FugaoCQ,Module 1: Introduction to Curriculum,1
10118,Special Education,Curriculum Adaptation,,"1.3.1 Curriculum planning, Lecture 4 by Kashif Iqbal",https://www.youtube.com/watch?v=HpYCM9KCofw,Module 1: Introduction to Curriculum,1
10119,Special Education,Curriculum Adaptation,,"1.3.2 Curriculum Development, Lecture 5 by Kashif Iqbal",https://www.youtube.com/watch?v=RWfktGfYB_M,Module 2: Curriculum Development,2
10120,Special Education,Curriculum Adaptation,,"1.3 .4 Curriculum evaluation, Lecture 6 by Kashif Iqbal",https://www.youtube.com/watch?v=7CYo0mK4I60,Module 2: Curriculum Development,2
10121,Special Education,Curriculum Adaptation,,"1.4 Curriculum development process in Pakistan, Lecture 7 by Kashif Iqbal",https://www.youtube.com/watch?v=7-0E_L9S1kg,Module 2: Curriculum Development,2
10122,Special Education,Curriculum Adaptation,,"2. Curriculum & Special Needs, Lecture 8 by Kashif Iqbal",https://www.youtube.com/watch?v=bc-bEY4hPSQ,Module 3: Curriculum and Special Needs,3
10123,Special Education,Curriculum Adaptation,,"2.1.1 normal & modified curriculum, Lecture 9 by Kashif Iqbal",https://www.youtube.com/watch?v=WRDwFlw1pBg,Module 3: Curriculum and Special Needs,3
10124,Special Education,Curriculum Adaptation,,"Developmental curriculum, individulization & core curriculum, Lecture 10 by Kashif Iqbal",https://www.youtube.com/watch?v=Wz3JZ5o8N6Q,Module 3: Curriculum and Special Needs,3
10125,Special Education,Curriculum Adaptation,,"Curriculum & Special education needs, Lecture 11 by Kashif Iqbal",https://www.youtube.com/watch?v=7JiTY_C-Ync,Module 4: Curriculum Design,4
10126,Special Education,Curriculum Adaptation,,"Curriculum Design, approaches & guidelines, Lecture 12 by Kashif Iqbal",https://www.youtube.com/watch?v=RBPRUCjrd_Y,Module 4: Curriculum Design,4
10127,Special Education,Curriculum Adaptation,,"General Design of Curriculum, Lecture 13 by Kashif Iqbal",https://www.youtube.com/watch?v=elk9Jwcrquo,Module 4: Curriculum Design,4
10128,Special Education,Curriculum Adaptation,,"Approach  & Balance, Lecture 14 by Kashif Iqbal",https://www.youtube.com/watch?v=TNS5Z0LY3Cw,Module 5: Curriculum Structure & Teaching Methods,5
10129,Special Education,Curriculum Adaptation,,"Aspect of Curriculum, Lecture 14 by Kashif Iqbal",https://www.youtube.com/watch?v=sNKhwwQHVj8,Module 5: Curriculum Structure & Teaching Methods,5
10130,Special Education,Curriculum Adaptation,,"Curriculum Structure, Lecture 16 by Kashif Iqbal",https://www.youtube.com/watch?v=fpLqZk3xF-I,Module 5: Curriculum Structure & Teaching Methods,5
10131,Special Education,Curriculum Adaptation,,"Teaching Methods, Lecture 17 by Kashif Iqbal",https://www.youtube.com/watch?v=Gia841CgfM8,Module 6: Curriculum Evaluation & Modification,6
10132,Special Education,Curriculum Adaptation,,"Curriculum Evaluation, Lecture 18 by Kashif Iqbal",https://www.youtube.com/watch?v=gKGvQnseEXk,Module 6: Curriculum Evaluation & Modification,6
10133,Special Education,Curriculum Adaptation,,"Curriculum & Material Modification, Lecture 19 by Kashif Iqbal",https://www.youtube.com/watch?v=rpnhd_qDY8Q,Module 6: Curriculum Evaluation & Modification,6
10134,Special Education,Curriculum Adaptation,,"Matching The Students with Curriculum, LECTURE 20 BY Kashif Iqbal",https://www.youtube.com/watch?v=p1gHFrHvb5w,Module 7: Matching Students with Curriculum,7
10135,Special Education,Curriculum Adaptation,,"Concerns regarding Texts Books, Lecture 21 by Kashif Iqbal",https://www.youtube.com/watch?v=FXVWLCFwy6Y,Module 7: Matching Students with Curriculum,7
10136,Special Education,Curriculum Adaptation,,"Modification of Existing Text Book & Material, Lecture 22 by Kashif Iqbal",https://www.youtube.com/watch?v=bYsBv2Q7N_8,Module 8: Textbook Concerns & Modifications,8
10137,Special Education,Curriculum Adaptation,,"conceptual organization for writing curricuum, Lecture 23 by Kashif",https://www.youtube.com/watch?v=IHC45cEVvSY,Module 8: Textbook Concerns & Modifications,8
10138,Special Education,Curriculum Adaptation,,"Incorpirating Basic Skills, Lecture 24 by Kashif Iqbal",https://www.youtube.com/watch?v=gAIW8cksO-Y,Module 8: Textbook Concerns & Modifications,8
10139,Special Education,Curriculum Adaptation,,"Homework or HW, Lecture 25 The Last but not the least by Kashif Iqbal",https://www.youtube.com/watch?v=8IVyBSDHY8c,Module 9: Homework and Final Considerations,9
