Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
8309,Data Science,"Data Science for Business, 2022",157hrs 22min,Lecture1. Introduction to Data Science,https://www.youtube.com/watch?v=-35lc0teohU,Module 1: Introduction to Data Science
8310,Data Science,"Data Science for Business, 2022",,Lecture 2. Introduction to Machine Learning,https://www.youtube.com/watch?v=5vD51EuBlUA,Module 1: Introduction to Machine Learning
8311,Data Science,"Data Science for Business, 2022",,Lecture 3. Data Science in Retail. Regression,https://www.youtube.com/watch?v=98Cy3wdfC3c,Module 1: Data Science in Retail
8312,Data Science,"Data Science for Business, 2022",,Lecture4. Customer relationship management. Churn prediction.Classification.,https://www.youtube.com/watch?v=feuFBQ8GjCM,Module 1: Customer Relationship Management
8313,Data Science,"Data Science for Business, 2022",,Lecture 5. Customer segmentation. Clustering,https://www.youtube.com/watch?v=6w3GN3O_CsA,Module 2: Customer Segmentation
8314,Data Science,"Data Science for Business, 2022",,Lecture 6. Personalization. Recommender systems,https://www.youtube.com/watch?v=jbeZ2hzxuQg,Module 2: Personalization
8315,Data Science,"Data Science for Business, 2022",,Lecture7. Time series forecasting,https://www.youtube.com/watch?v=VZanzoqSF7M,Module 2: Time Series Forecasting
8316,Data Science,"Data Science for Business, 2022",,Lecture8. Design of experiments.,https://www.youtube.com/watch?v=PA9bFYsTG3o,Module 3: Design of Experiments
8317,Data Science,"Data Science for Business, 2022",,Lecture 9. Agent based modeling.,https://www.youtube.com/watch?v=YuI_qNJWcIU,Module 3: Agent Based Modeling
8318,Data Science,"Data Science for Business, 2022",,Lecture10. Making models work in business. Concluding remarks.,https://www.youtube.com/watch?v=oHVKJbCPHfw,Module 3: Making Models Work
