Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
5930,Public Health,Public Health Law Academy (PHLA),58hrs 9min,Introducing the Public Health Law Academy,https://www.youtube.com/watch?v=GKeQVcixY3g,Module 1: Introducing Public Health Law,1,12th,English/Hindi
5931,Public Health,Public Health Law Academy (PHLA),,Public Health Law: Past & Present (ARCHIVED),https://www.youtube.com/watch?v=pYHWfk_2BSk,Module 1: Public Health Law: Past & Present,1,12th,English/Hindi
5932,Public Health,Public Health Law Academy (PHLA),,Preemption & Public Health,https://www.youtube.com/watch?v=Odtn9Xzxjo4,Module 1: What is the scope of public health authority?,1,12th,English/Hindi
5933,Public Health,Public Health Law Academy (PHLA),,Structure of Government: Exploring the Fabric and Framework of Public Health Powers,https://www.youtube.com/watch?v=HN10LOEjB8Q,Module 2: Preemption & Public Health,2,12th,English/Hindi
5934,Public Health,Public Health Law Academy (PHLA),,Introduction to Legal Epidemiology,https://www.youtube.com/watch?v=18DCoheA0G8,Module 2: What is preemption? How does it affect public health?,2,12th,English/Hindi
5935,Public Health,Public Health Law Academy (PHLA),,Introduction to Legal Mapping,https://www.youtube.com/watch?v=svDFKAuSKaI,Module 3: Structure of Government: Exploring the Fabric and Framework of Public Health Powers,3,12th,English/Hindi
5936,Public Health,Public Health Law Academy (PHLA),,ABC’s of Administrative Law in Public Health Practice - Part I,https://www.youtube.com/watch?v=gAhZceS6o5E,Module 3: What are the basic structure and functions of government?,3,12th,English/Hindi
5937,Public Health,Public Health Law Academy (PHLA),,Public Health Threats & the US Constitution: What Responders Need to Know - OLD,https://www.youtube.com/watch?v=aSzccpSvQ2Y,Module 4: Introduction to Legal Epidemiology,4,12th,English/Hindi
5938,Public Health,Public Health Law Academy (PHLA),,What is Legal Epidemiology?,https://www.youtube.com/watch?v=IBZDPy1CCm8,Module 4: What is Legal Epidemiology?,4,12th,English/Hindi
5939,Public Health,Public Health Law Academy (PHLA),,What is the scope of public health authority?,https://www.youtube.com/watch?v=4DDaxeRNe3I,Module 5: Introduction to Legal Mapping,5,12th,English/Hindi
5940,Public Health,Public Health Law Academy (PHLA),,What is preemption? How does it affect public health?,https://www.youtube.com/watch?v=J39ec4-Au0A,Module 6: ABC’s of Administrative Law in Public Health Practice - Part I,6,12th,English/Hindi
5941,Public Health,Public Health Law Academy (PHLA),,What types of laws can governmental agencies enact and enforce?,https://www.youtube.com/watch?v=4e80pB7AmCs,Module 6: What types of laws can governmental agencies enact and enforce?,6,12th,English/Hindi
5942,Public Health,Public Health Law Academy (PHLA),,What are the basic structure and functions of government?,https://www.youtube.com/watch?v=_ehV07l6s1Y,Module 7: Public Health Threats & the US Constitution: What Responders Need to Know - OLD,7,12th,English/Hindi
5943,Public Health,Public Health Law Academy (PHLA),,Pharmacist Collaborative Practice Agreements,https://www.youtube.com/watch?v=j_TWiVlYBno,Module 7: Public Health Threats & the US Constitution: What Responders Need to Know,7,12th,English/Hindi
5944,Public Health,Public Health Law Academy (PHLA),,Advanced Legal Epidemiology Methods,https://www.youtube.com/watch?v=Hualm-aTLPI,Module 8: How Do Health Departments Implement and Enforce the Law?,8,12th,English/Hindi
5945,Public Health,Public Health Law Academy (PHLA),,How Do Health Departments Implement and Enforce the Law?,https://www.youtube.com/watch?v=QHbXtxMd3kM,Module 8: What Legal Powers Do Health Departments Have?,8,12th,English/Hindi
5946,Public Health,Public Health Law Academy (PHLA),,What Legal Powers Do Health Departments Have?,https://www.youtube.com/watch?v=u60506adMas,"Module 9: How Do Health Departments Create Regulations, Policies, and Guidance Documents?",9,12th,English/Hindi
5947,Public Health,Public Health Law Academy (PHLA),,"How Do Health Departments Create Regulations, Policies, and Guidance Documents?",https://www.youtube.com/watch?v=ataohtLzvBw,Module 10: Pharmacist Collaborative Practice Agreements,10,12th,English/Hindi
5948,Public Health,Public Health Law Academy (PHLA),,Public Health Threats & the US Constitution: What Responders Need to Know,https://www.youtube.com/watch?v=m9M1aDKDm9A,Module 10: Advanced Legal Epidemiology Methods,10,12th,English/Hindi
5949,Public Health,Public Health Law Academy (PHLA),,Public Health Law: Past and Present,https://www.youtube.com/watch?v=Ma_Pep_mYpQ,Module 10: Public Health Law: Past and Present,10,12th,English/Hindi
