Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
8847,Real Estate,The Realtor Code of Ethics,5hrs 2min,Realtor® Code of Ethics Video Series: Chapter 1,https://www.youtube.com/watch?v=XWTeyT5Ujeo,Module 1: Duties to Clients and Customers,1,12th,English/Hindi
8848,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 2,https://www.youtube.com/watch?v=b45wASJmfts,Module 1: Duties to Clients and Customers,1,12th,English/Hindi
8849,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 3,https://www.youtube.com/watch?v=QDptqFeqaSk,Module 2: Duties to Clients and Customers,1,12th,English/Hindi
8850,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 4,https://www.youtube.com/watch?v=czm3DV0Qqts,Module 2: Duties to Clients and Customers,1,12th,English/Hindi
8851,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 5,https://www.youtube.com/watch?v=S_0aaZRV58Q,Module 3: Duties to the Public,2,12th,English/Hindi
8852,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 6,https://www.youtube.com/watch?v=g_5Vd2evRkY,Module 3: Duties to the Public,2,12th,English/Hindi
8853,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 7,https://www.youtube.com/watch?v=0JdTb3KA-3w,Module 4: Duties to REALTORS®,3,12th,English/Hindi
8854,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 8,https://www.youtube.com/watch?v=V4vsw-Aq02M,Module 4: Duties to REALTORS®,3,12th,English/Hindi
8855,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 9,https://www.youtube.com/watch?v=QvsVsVY2xZI,Module 5: Duties to REALTORS®,3,12th,English/Hindi
8856,Real Estate,The Realtor Code of Ethics,,Realtor® Code of Ethics Video Series: Chapter 10,https://www.youtube.com/watch?v=aOJbnV8BuAQ,Module 5: Duties to REALTORS®,3,12th,English/Hindi
