Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
1884,Communication,Ethics,31hrs 6min,Core Ethical Principles (Part 1),https://www.youtube.com/watch?v=7JkRncMz9xc,Module 1: Introduction to Ethics,1,12th,English/Hindi
1885,Communication,Ethics,,Core Ethical Principles (Part 2),https://www.youtube.com/watch?v=-xVdLbD4NZY,Module 1: Core Ethical Principles (Part 1),1,12th,English/Hindi
1886,Communication,Ethics,,Capacity vs. Competency,https://www.youtube.com/watch?v=JBUIiuYQWzk,Module 1: Core Ethical Principles (Part 2),1,12th,English/Hindi
1887,Communication,Ethics,,Informed Consent,https://www.youtube.com/watch?v=RWL2enliFgY,Module 1: Capacity vs. Competency,1,12th,English/Hindi
1888,Communication,Ethics,,EMTALA Laws,https://www.youtube.com/watch?v=ffzA73n-PCI,Module 2: Consent and the Law,2,12th,English/Hindi
1889,Communication,Ethics,,Emancipated Minors,https://www.youtube.com/watch?v=V9MtIg72dv0,Module 2: Informed Consent,2,12th,English/Hindi
1890,Communication,Ethics,,Consent vs. Assent,https://www.youtube.com/watch?v=d5zIUCsO8EM,Module 2: EMTALA Laws,2,12th,English/Hindi
1891,Communication,Ethics,,"Next of Kin, Living Wills, & Power of Attorney",https://www.youtube.com/watch?v=jOOLMHGwCRg,Module 2: Emancipated Minors,2,12th,English/Hindi
1892,Communication,Ethics,,Patient Centered Care & Breaking Bad News (SPIKES Model),https://www.youtube.com/watch?v=cg2v97-9z9s,Module 3: Patient Autonomy and Decision-Making,3,12th,English/Hindi
1893,Communication,Ethics,,"Confidentiality (HIPAA, Covered Entities, Therapeutic Privilege, & Expedited Partner Therapy)",https://www.youtube.com/watch?v=6AdrkyQ6jKU,Module 3: Consent vs. Assent,3,12th,English/Hindi
1894,Communication,Ethics,,"Insurance (Medicare, Medicaid, COBRA, CHIP, Payments, and Plans)",https://www.youtube.com/watch?v=t3gRoYNFY3s,"Module 3: Next of Kin, Living Wills, & Power of Attorney",3,12th,English/Hindi
1895,Communication,Ethics,,Medical Malpractice,https://www.youtube.com/watch?v=hIzGEcOE73Q,Module 3: Patient Centered Care & Breaking Bad News (SPIKES Model),3,12th,English/Hindi
1896,Communication,Ethics,,"Healthcare Fraud & Abuse (Stark Law, Anti-Kickback, etc.)",https://www.youtube.com/watch?v=6IVcs5MTeF8,Module 4: Confidentiality and Insurance,4,12th,English/Hindi
1897,Communication,Ethics,,"Stages of Change (Pre-contemplation, Contemplation, Preparation, Action, Maintenance, & Relapse)",https://www.youtube.com/watch?v=-6JdOb5eXvU,"Module 4: Confidentiality (HIPAA, Covered Entities, Therapeutic Privilege, & Expedited Partner Therapy)",4,12th,English/Hindi
1898,Communication,Ethics,,Ethics (USMLE/COMLEX Practice Questions),https://www.youtube.com/watch?v=0OsS8Hj0aAY,"Module 4: Insurance (Medicare, Medicaid, COBRA, CHIP, Payments, and Plans)",4,12th,English/Hindi
1899,Communication,Ethics,,USMLE Communications Questions,https://www.youtube.com/watch?v=a7mUhaOj79A,Module 5: Legal and Ethical Considerations in Healthcare,5,12th,English/Hindi
