Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
12631,Cybersecurity,Cybersecurity Architecture Series,43hrs 22min,Cybersecurity Architecture: Five Principles to Follow (and One to Avoid),https://www.youtube.com/watch?v=jq_LZ1RFPfU,Module 1: Introduction to Cybersecurity Architecture,1
12632,Cybersecurity,Cybersecurity Architecture Series,,"Cybersecurity Architecture: Fundamentals of Confidentiality, Integrity, and Availability",https://www.youtube.com/watch?v=EqNe55IzjAw,Module 1: Cybersecurity Architecture Principles,1
12633,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Roles and Tools,https://www.youtube.com/watch?v=E9pHJRRfAhw,"Module 1: Confidentiality, Integrity, and Availability",1
12634,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Who Are You? Identity and Access Management,https://www.youtube.com/watch?v=5uNifnVlBy4,Module 1: Roles and Tools in Cybersecurity Architecture,1
12635,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Endpoints Are the IT Front Door - Guard Them,https://www.youtube.com/watch?v=Njqid_JpqTs,Module 2: Identity and Access Management,2
12636,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Networks,https://www.youtube.com/watch?v=sesacY7Xz3c,Module 2: Endpoint Security,2
12637,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Application Security,https://www.youtube.com/watch?v=nthEXs12nFE,Module 2: Network Security,2
12638,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture:  Data Security,https://www.youtube.com/watch?v=UpkqXK0B2E0,Module 3: Application Security,3
12639,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Detection,https://www.youtube.com/watch?v=VEu326IZpsc,Module 3: Data Security,3
12640,Cybersecurity,Cybersecurity Architecture Series,,Cybersecurity Architecture: Response,https://www.youtube.com/watch?v=Jk79QJCxPkM,Module 4: Detection and Response,4
