Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
13829,Public Health,12- Medicine & Social Science,50hrs 10min,Community Health | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision,https://www.youtube.com/watch?v=0CiOFQbbouo,Module 1: Introduction to Community Health,1
13830,Public Health,12- Medicine & Social Science,,Social and Behavioral Science | PSM lectures | Community Medicine lectures | PSM made easy | Arpit,https://www.youtube.com/watch?v=KqzM_tZ-TQc,Module 1: Social and Behavioral Sciences,1
13831,Public Health,12- Medicine & Social Science,,Society | Socialization | Socialized medicine | PSM lectures | Community Medicine lectures | Arpits,https://www.youtube.com/watch?v=URiQ5S_YAeo,Module 1: Society and Culture,1
13832,Public Health,12- Medicine & Social Science,,Culture | Acculturation | PSM lectures | Community Medicine lectures | PSM made easy | Arpit,https://www.youtube.com/watch?v=bwAyWvZk4y8,Module 2: Customs and Social Pathology,2
13833,Public Health,12- Medicine & Social Science,,Customs | Folkways | Mores | PSM lecture | Community Medicine lecture | PSM made easy | PSM revision,https://www.youtube.com/watch?v=cf5LbXkzhAI,Module 2: Social Surveys and Problems,2
13834,Public Health,12- Medicine & Social Science,,Social Pathology | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision,https://www.youtube.com/watch?v=FvSBeZyVvMM,Module 2: Psychology and Behavior,2
13835,Public Health,12- Medicine & Social Science,,Social Surveys | PSM lecture | Community Medicine lecture | PSM made easy | PSM revision | Arpit,https://www.youtube.com/watch?v=s6gDpu6y7iA,Module 3: Habits and Personality,3
13836,Public Health,12- Medicine & Social Science,,Social Problems | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision,https://www.youtube.com/watch?v=SMDy_u7KLwc,Module 3: Attitude and Learning,3
13837,Public Health,12- Medicine & Social Science,,Psychology | Maslow's Hierarchy of Needs | PSM lectures | Community Medicine lecture | PSM made easy,https://www.youtube.com/watch?v=MxT1L5gj3qM,Module 3: Intelligence and Social Organizations,3
13838,Public Health,12- Medicine & Social Science,,Behavior | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision | Arpits,https://www.youtube.com/watch?v=0k-RrI07v2c,Module 4: Family and Cultural Factors in Health,4
13839,Public Health,12- Medicine & Social Science,,Habits | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision | Arpits,https://www.youtube.com/watch?v=Q4stvrsWjN8,Module 4: Doctor-Patient Relationship and Medical Social Work,4
13840,Public Health,12- Medicine & Social Science,,Personality | PSM lecture | Community Medicine lecture | PSM made easy | PSM rapid revision | Arpits,https://www.youtube.com/watch?v=h8tEh07g_fY,Module 4: Operational Research and Socioeconomic Status,4
13841,Public Health,12- Medicine & Social Science,,Attitude | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision | Arpits,https://www.youtube.com/watch?v=ipTpROhQy80,Module 5: Consumer Protection Act and Social Security,5
13842,Public Health,12- Medicine & Social Science,,Learning | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision | Arpits,https://www.youtube.com/watch?v=q2bdQUnYZdI,Module 5: Social Assistance vs. Social Insurance,5
13843,Public Health,12- Medicine & Social Science,,Intelligence | IQ | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision,https://www.youtube.com/watch?v=T0eE3bslH3U,Module 5: Ayushman Bharat,5
13844,Public Health,12- Medicine & Social Science,,Social Organizations | Mob | Herd | Band | PSM lectures | Community Medicine lecture | PSM made easy,https://www.youtube.com/watch?v=ozMOgs67ANQ,Module 6: Community Health Programs,6
13845,Public Health,12- Medicine & Social Science,,Family | Family Cycle | Types and Functions of family | PSM lectures | Community Medicine lectures,https://www.youtube.com/watch?v=p13xp_-TMMw,Module 6: Health Education and Communication,6
13846,Public Health,12- Medicine & Social Science,,Cultural factors in Health and Diseases | PSM lectures | Community Medicine lectures | PSM made easy,https://www.youtube.com/watch?v=HxG5uHkR1Cc,Module 6: Environmental Health,6
13847,Public Health,12- Medicine & Social Science,,Doctor Patient relationship & Doctor Nurse relationship | PSM lectures | Community Medicine lectures,https://www.youtube.com/watch?v=7KWfWSRja6M,Module 7: Occupational Health,7
13848,Public Health,12- Medicine & Social Science,,Medical Social Worker | MSW | PSM lectures | Community Medicine lectures | PSM made easy | Arpit,https://www.youtube.com/watch?v=hhzQR8D3PkY,Module 7: Health Planning and Management,7
13849,Public Health,12- Medicine & Social Science,,Operational Research | PSM lecture | Community Medicine lecture | PSM made easy | PSM rapid revision,https://www.youtube.com/watch?v=W8dmoebSrV8,Module 7: International Health,7
13850,Public Health,12- Medicine & Social Science,,Socioeconomic Status | SES | PSM lectures | Community Medicine lectures | PSM made easy | Arpits,https://www.youtube.com/watch?v=DBBAtHJoIYY,Module 8: Epidemiology and Biostatistics,8
13851,Public Health,12- Medicine & Social Science,,Consumer Protection Act | COPRA | PSM lectures | Community Medicine lectures | PSM made easy | Arpit,https://www.youtube.com/watch?v=iz96NmUqR5I,Module 8: Demography and Population Studies,8
13852,Public Health,12- Medicine & Social Science,,Social security | PSM lectures | Community Medicine lectures | PSM made easy | PSM rapid revision,https://www.youtube.com/watch?v=6vhqfRPByS0,Module 8: Health Information Systems,8
13853,Public Health,12- Medicine & Social Science,,Social Assistance Vs Social Insurance | PSM lectures | Community Medicine lectures | PSM made easy,https://www.youtube.com/watch?v=xVWti2Ny0zY,Module 9: Ethics in Healthcare,9
13854,Public Health,12- Medicine & Social Science,,Ayushman Bharat | Pradhan Mantri Jan Arogya Yojna | PSM lectures | Community Medicine lectures,https://www.youtube.com/watch?v=RYsPky89Bss,Module 9: Ethics in Healthcare,9
