Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
4865,Human Resource Management,BMC Remedy Change Management,8hrs 14min,How to deploy BMC Helix IT Service Management,https://www.youtube.com/watch?v=jVbiW-qSDSI,Module 1: Introduction to Change Management in BMC Helix ITSM,1
4866,Human Resource Management,BMC Remedy Change Management,,How to create and use change management templates in BMC Helix ITSM,https://www.youtube.com/watch?v=HA5B-8f9Gz0,Module 1: Change management in BMC Helix ITSM,1
4867,Human Resource Management,BMC Remedy Change Management,,Change management in BMC Helix ITSM,https://www.youtube.com/watch?v=zNV3HGY4aGQ,Module 1: Remedy with Smart IT 1.5 - Increased productivity with Change Management,1
4868,Human Resource Management,BMC Remedy Change Management,,How to use an ITSM calendar in BMC Helix ITSM,https://www.youtube.com/watch?v=iDROZM2y5Pc,Module 1: Remedy with Smart IT 1.5 - Authenticating change users before a change request,1
4869,Human Resource Management,BMC Remedy Change Management,,BMC Helix Innovation Suite Deployment 21.05,https://www.youtube.com/watch?v=EG_xm4u9-6k,Module 2: Change Management Templates,2
4870,Human Resource Management,BMC Remedy Change Management,,BMC Helix ITSM 21.3 What's new,https://www.youtube.com/watch?v=m4P22hhAeH4,Module 2: How to create and use change management templates in BMC Helix ITSM,2
4871,Human Resource Management,BMC Remedy Change Management,,Creating a custom process flow in change management,https://www.youtube.com/watch?v=fWsXZjwQbJA,Module 2: Creating a custom process flow in change management,2
4872,Human Resource Management,BMC Remedy Change Management,,What’s new in BMC Helix ITSM 21.05,https://www.youtube.com/watch?v=od6CiPApaXU,Module 3:  BMC Helix ITSM Updates,3
4873,Human Resource Management,BMC Remedy Change Management,,What’s new in BMC Helix ITSM 20.08,https://www.youtube.com/watch?v=eYyU3tp7arM,Module 3: What’s new in BMC Helix ITSM 21.05,3
4874,Human Resource Management,BMC Remedy Change Management,,Setting up BMC Helix Cognitive Automation,https://www.youtube.com/watch?v=gZsgXpvwN9U,Module 3: What’s new in BMC Helix ITSM 20.08,3
4875,Human Resource Management,BMC Remedy Change Management,,BMC Helix Cognitive Automation- Automating Service Management,https://www.youtube.com/watch?v=vbM9Xh8Rw08,Module 3: BMC Helix ITSM 21.3 What's new,3
4876,Human Resource Management,BMC Remedy Change Management,,Automating service management by using BMC Helix Cognitive Automation,https://www.youtube.com/watch?v=DfqQiUTerFw,Module 4: BMC Helix Automation,4
4877,Human Resource Management,BMC Remedy Change Management,,Remedy with Smart IT 1.5 - Authenticating change users before a change request,https://www.youtube.com/watch?v=Rf2Y9mrGYSw,Module 4: Setting up BMC Helix Cognitive Automation,4
4878,Human Resource Management,BMC Remedy Change Management,,Remedy with Smart IT 1.5 - Increased productivity with Change Management,https://www.youtube.com/watch?v=WaYJ8-Z8zHc,Module 4: BMC Helix Cognitive Automation- Automating Service Management,4
4879,Human Resource Management,BMC Remedy Change Management,,What's New in BMC Change Management 8.1.02,https://www.youtube.com/watch?v=lZ3Msw4x4YE,Module 4: Automating service management by using BMC Helix Cognitive Automation,4
